case_number,year,gross_site_area_acres,council_district,is_protested,delta_max_height_ft,delta_max_far,delta_max_bldg_cov_pct,delta_min_lot_sqft,signers,signer_pct,staff_friction_index,nlp_svd_0,nlp_svd_1,nlp_svd_2,nlp_svd_3,nlp_svd_4,nlp_svd_5,nlp_svd_6,nlp_svd_7,nlp_svd_8,nlp_svd_9,nlp_svd_10,nlp_svd_11,nlp_svd_12,nlp_svd_13,nlp_svd_14,nlp_svd_15,nlp_svd_16,nlp_svd_17,nlp_svd_18,nlp_svd_19
C14-2017-0094,2017.0,0.0,3.0,0,25.0,0.6,35.0,0.0,0.0,0.0,0.0,0.427216532661737,-0.0717669414822426,0.1396813958208714,0.1748327203171272,-0.2696006859672028,0.0654334030538897,-0.0895870253983429,0.2564998857410624,-0.0287212876149357,0.1231973898216551,-0.0310080178433175,0.1438420377466863,0.094698341788803,-0.2406485258556052,0.0126361316398429,-0.0067933181650667,0.0732479534856538,-0.1644891307182054,0.0071886074761608,0.0067900716650606
C14-2017-0094,2017.0,0.0,3.0,0,25.0,0.6,35.0,0.0,0.0,0.0,0.0,0.427216532661737,-0.0717669414822426,0.1396813958208714,0.1748327203171272,-0.2696006859672028,0.0654334030538897,-0.0895870253983429,0.2564998857410624,-0.0287212876149357,0.1231973898216551,-0.0310080178433175,0.1438420377466863,0.094698341788803,-0.2406485258556052,0.0126361316398429,-0.0067933181650667,0.0732479534856538,-0.1644891307182054,0.0071886074761608,0.0067900716650606
C14-2017-0098,2017.0,0.0,3.0,1,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.5907144348734519,-0.1126082021570236,0.016159747580585,0.1930388052235548,-0.1072754975294699,-0.0681669078293153,-0.1132091095362715,-0.101820156196865,0.0304964306480519,-0.0422018640457938,0.1051984601507313,-0.001441984272054,0.0654494461119355,-0.0187365258001334,-0.0187451931382272,-0.0646150431614325,0.0063802055584272,0.0265151789555504,-0.0164908266002713,0.0192828143829289
C14-2017-0098,2017.0,0.0,3.0,1,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.5907144348734519,-0.1126082021570236,0.016159747580585,0.1930388052235548,-0.1072754975294699,-0.0681669078293153,-0.1132091095362715,-0.101820156196865,0.0304964306480519,-0.0422018640457938,0.1051984601507313,-0.001441984272054,0.0654494461119355,-0.0187365258001334,-0.0187451931382272,-0.0646150431614325,0.0063802055584272,0.0265151789555504,-0.0164908266002713,0.0192828143829289
C14-2017-0098,2017.0,0.0,3.0,1,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.5907144348734519,-0.1126082021570236,0.016159747580585,0.1930388052235548,-0.1072754975294699,-0.0681669078293153,-0.1132091095362715,-0.101820156196865,0.0304964306480519,-0.0422018640457938,0.1051984601507313,-0.001441984272054,0.0654494461119355,-0.0187365258001334,-0.0187451931382272,-0.0646150431614325,0.0063802055584272,0.0265151789555504,-0.0164908266002713,0.0192828143829289
C14-2017-0123,2017.0,0.0,5.0,1,5.0,0.35,10.0,0.0,4.0,44.4,0.0,0.5251799410312532,0.0235635177479322,0.1408122437915828,-0.1666667783579515,0.0860947960212491,-0.1464632454900697,0.1758260565857765,-0.0230038341509275,-0.1497004665481197,-0.2356270294818468,-0.1322021094291197,0.0810576541070277,0.0653491481765794,-0.1189312381653522,-0.065497307111379,0.0280697454753396,0.0105656347566664,-0.0009737043228645,-0.0396968188013132,0.1179844082682711
C14-2017-0123,2017.0,0.0,5.0,1,5.0,0.35,10.0,0.0,4.0,44.4,0.0,0.5251799410312532,0.0235635177479322,0.1408122437915828,-0.1666667783579515,0.0860947960212491,-0.1464632454900697,0.1758260565857765,-0.0230038341509275,-0.1497004665481197,-0.2356270294818468,-0.1322021094291197,0.0810576541070277,0.0653491481765794,-0.1189312381653522,-0.065497307111379,0.0280697454753396,0.0105656347566664,-0.0009737043228645,-0.0396968188013132,0.1179844082682711
C14-2017-0123,2017.0,0.0,5.0,1,5.0,0.35,10.0,0.0,4.0,44.4,0.0,0.5251799410312532,0.0235635177479322,0.1408122437915828,-0.1666667783579515,0.0860947960212491,-0.1464632454900697,0.1758260565857765,-0.0230038341509275,-0.1497004665481197,-0.2356270294818468,-0.1322021094291197,0.0810576541070277,0.0653491481765794,-0.1189312381653522,-0.065497307111379,0.0280697454753396,0.0105656347566664,-0.0009737043228645,-0.0396968188013132,0.1179844082682711
C14-2017-0123,2017.0,0.0,5.0,1,5.0,0.35,10.0,0.0,4.0,44.4,0.0,0.5251799410312532,0.0235635177479322,0.1408122437915828,-0.1666667783579515,0.0860947960212491,-0.1464632454900697,0.1758260565857765,-0.0230038341509275,-0.1497004665481197,-0.2356270294818468,-0.1322021094291197,0.0810576541070277,0.0653491481765794,-0.1189312381653522,-0.065497307111379,0.0280697454753396,0.0105656347566664,-0.0009737043228645,-0.0396968188013132,0.1179844082682711
C14-2018-0002,2018.0,11.92,1.0,1,25.0,1.65,55.0,0.0,10.0,55.6,0.0,0.5756389630900318,-0.0514597904014898,-0.3041491805809222,-0.1947037534936626,0.1570695499468453,0.0912420905495998,-0.2179065286973133,-0.0011816025720659,-0.0729761762815324,-0.1602431180082159,0.0128516939874456,0.0357362887769261,-0.0331033702818851,-0.0129076222626616,0.0363158116595348,0.1379973572298497,0.0673396831145929,-0.0558677265417402,-4.4293590361340696e-05,-0.0396498720334746
C14-2018-0002,2018.0,11.92,1.0,1,25.0,1.65,55.0,0.0,10.0,55.6,0.0,0.5756389630900318,-0.0514597904014898,-0.3041491805809222,-0.1947037534936626,0.1570695499468453,0.0912420905495998,-0.2179065286973133,-0.0011816025720659,-0.0729761762815324,-0.1602431180082159,0.0128516939874456,0.0357362887769261,-0.0331033702818851,-0.0129076222626616,0.0363158116595348,0.1379973572298497,0.0673396831145929,-0.0558677265417402,-4.4293590361340696e-05,-0.0396498720334746
C14-2018-0002,2018.0,11.92,1.0,1,25.0,1.65,55.0,0.0,10.0,55.6,0.0,0.5756389630900318,-0.0514597904014898,-0.3041491805809222,-0.1947037534936626,0.1570695499468453,0.0912420905495998,-0.2179065286973133,-0.0011816025720659,-0.0729761762815324,-0.1602431180082159,0.0128516939874456,0.0357362887769261,-0.0331033702818851,-0.0129076222626616,0.0363158116595348,0.1379973572298497,0.0673396831145929,-0.0558677265417402,-4.4293590361340696e-05,-0.0396498720334746
C14-2018-0077,2018.0,0.0,1.0,1,0.0,0.05,0.0,0.0,16.0,16.7,0.0,0.5907406434862311,-0.0948841784958662,0.1749631893401384,-0.1124415122474126,0.1010340329847827,-0.1812963716639628,-0.1208755798533198,-0.0167258396972884,0.148961989965206,-0.1993492414543377,-0.0054287003009252,0.2123098406115984,0.0253096023709071,0.0564454272055184,0.0145958999283182,0.0898280616436797,0.1328941892747776,-0.0404083223012098,0.0011544833002332,0.0634529590181254
C14-2018-0077,2018.0,0.0,1.0,1,0.0,0.05,0.0,0.0,16.0,16.7,0.0,0.5907406434862311,-0.0948841784958662,0.1749631893401384,-0.1124415122474126,0.1010340329847827,-0.1812963716639628,-0.1208755798533198,-0.0167258396972884,0.148961989965206,-0.1993492414543377,-0.0054287003009252,0.2123098406115984,0.0253096023709071,0.0564454272055184,0.0145958999283182,0.0898280616436797,0.1328941892747776,-0.0404083223012098,0.0011544833002332,0.0634529590181254
C14-2018-0077,2018.0,0.0,1.0,1,0.0,0.05,0.0,0.0,16.0,16.7,0.0,0.5907406434862311,-0.0948841784958662,0.1749631893401384,-0.1124415122474126,0.1010340329847827,-0.1812963716639628,-0.1208755798533198,-0.0167258396972884,0.148961989965206,-0.1993492414543377,-0.0054287003009252,0.2123098406115984,0.0253096023709071,0.0564454272055184,0.0145958999283182,0.0898280616436797,0.1328941892747776,-0.0404083223012098,0.0011544833002332,0.0634529590181254
C14-2018-0077,2018.0,0.0,1.0,1,0.0,0.05,0.0,0.0,16.0,16.7,0.0,0.5907406434862311,-0.0948841784958662,0.1749631893401384,-0.1124415122474126,0.1010340329847827,-0.1812963716639628,-0.1208755798533198,-0.0167258396972884,0.148961989965206,-0.1993492414543377,-0.0054287003009252,0.2123098406115984,0.0253096023709071,0.0564454272055184,0.0145958999283182,0.0898280616436797,0.1328941892747776,-0.0404083223012098,0.0011544833002332,0.0634529590181254
C14-2018-0093,2018.0,0.0,3.0,1,0.0,0.0999999999999999,15.0,0.0,20.0,40.0,0.0,0.5474239415523902,-0.0362224493342363,0.2128322779809688,0.2189821184238927,-0.1530186357453761,-0.0600301991789336,-0.0323126707277891,-0.1192552658517085,0.0737581570422572,-0.0632352285409384,0.1053916077223117,0.1428095616737778,0.0657392853077435,-0.068932016710183,-0.0220082674600854,-0.0293116660212855,0.0183966768587315,-0.0350989539110066,-0.012014030403231,-0.0537203371543432
C14-2018-0093,2018.0,0.0,3.0,1,0.0,0.0999999999999999,15.0,0.0,20.0,40.0,0.0,0.5474239415523902,-0.0362224493342363,0.2128322779809688,0.2189821184238927,-0.1530186357453761,-0.0600301991789336,-0.0323126707277891,-0.1192552658517085,0.0737581570422572,-0.0632352285409384,0.1053916077223117,0.1428095616737778,0.0657392853077435,-0.068932016710183,-0.0220082674600854,-0.0293116660212855,0.0183966768587315,-0.0350989539110066,-0.012014030403231,-0.0537203371543432
C14-2018-0096,2018.0,0.0,3.0,1,0.0,0.0999999999999999,15.0,0.0,20.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14-2018-0100.SH,2018.0,0.0,1.0,0,25.0,0.6,20.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0124,2018.0,0.0,0.0,1,0.0,0.05,20.0,-33560.0,22.0,50.0,1.0,0.3462412676315799,-0.1288208224391104,0.2142754209041517,-0.1282660418141109,-0.2012211074176781,0.1430674733212612,0.0098845747733093,0.1171683084328908,0.2129919456567607,-0.1811047311160717,-0.0535867091442282,-0.0534675635817383,0.211995799442331,0.0920825767797037,0.1945616791900856,0.0370633704591321,0.0836056697416593,0.038603852298887,-0.0079223966310102,-0.0683883201200606
C14-2018-0140,2018.0,0.0,4.0,1,0.0,0.0,0.0,0.0,22.0,52.4,0.0,0.4605208789487628,-0.0427375884649833,-0.1239823314754383,-0.0165499760153025,-0.1115178189604182,0.0574005520564193,0.0228197565448688,0.052695475408603,0.2765249862260652,0.0255063978260978,-0.0614220686431514,0.0929053924534893,0.1028521826404895,-0.1354363375388548,-0.0861758675515562,-0.0324655933041586,-0.0105409781721249,0.0176959822184568,-0.0154030446337368,-0.0504547482541716
C14-2018-0140,2018.0,0.0,4.0,1,0.0,0.0,0.0,0.0,22.0,52.4,0.0,0.4605208789487628,-0.0427375884649833,-0.1239823314754383,-0.0165499760153025,-0.1115178189604182,0.0574005520564193,0.0228197565448688,0.052695475408603,0.2765249862260652,0.0255063978260978,-0.0614220686431514,0.0929053924534893,0.1028521826404895,-0.1354363375388548,-0.0861758675515562,-0.0324655933041586,-0.0105409781721249,0.0176959822184568,-0.0154030446337368,-0.0504547482541716
C14-2018-0141,2018.0,0.0,5.0,1,0.0,-0.05,-5.0,0.0,14.0,43.8,0.0,0.6313439401166829,0.0058772749610937,-0.0397116476040814,0.2032226158941408,-0.0883085435490025,-0.136732636020647,0.1003811027691693,-0.042768512343403,0.0252486891192527,-0.1672135191012923,-0.0877548935157279,0.1761268376565062,0.0108554766486506,-0.1251994601117665,0.0569004508971679,0.0008165228499204,-0.0567610401444994,-0.0122697309127017,-0.0450573037279385,0.0816860193520935
C14-2018-0141,2018.0,0.0,5.0,1,0.0,-0.05,-5.0,0.0,14.0,43.8,0.0,0.6313439401166829,0.0058772749610937,-0.0397116476040814,0.2032226158941408,-0.0883085435490025,-0.136732636020647,0.1003811027691693,-0.042768512343403,0.0252486891192527,-0.1672135191012923,-0.0877548935157279,0.1761268376565062,0.0108554766486506,-0.1251994601117665,0.0569004508971679,0.0008165228499204,-0.0567610401444994,-0.0122697309127017,-0.0450573037279385,0.0816860193520935
C14-2018-0141,2018.0,0.0,5.0,1,0.0,-0.05,-5.0,0.0,14.0,43.8,0.0,0.6313439401166829,0.0058772749610937,-0.0397116476040814,0.2032226158941408,-0.0883085435490025,-0.136732636020647,0.1003811027691693,-0.042768512343403,0.0252486891192527,-0.1672135191012923,-0.0877548935157279,0.1761268376565062,0.0108554766486506,-0.1251994601117665,0.0569004508971679,0.0008165228499204,-0.0567610401444994,-0.0122697309127017,-0.0450573037279385,0.0816860193520935
C14-2018-0141,2018.0,0.0,5.0,1,0.0,-0.05,-5.0,0.0,14.0,43.8,0.0,0.6313439401166829,0.0058772749610937,-0.0397116476040814,0.2032226158941408,-0.0883085435490025,-0.136732636020647,0.1003811027691693,-0.042768512343403,0.0252486891192527,-0.1672135191012923,-0.0877548935157279,0.1761268376565062,0.0108554766486506,-0.1251994601117665,0.0569004508971679,0.0008165228499204,-0.0567610401444994,-0.0122697309127017,-0.0450573037279385,0.0816860193520935
C14-2018-0141,2018.0,0.0,5.0,1,0.0,-0.05,-5.0,0.0,14.0,43.8,0.0,0.6313439401166829,0.0058772749610937,-0.0397116476040814,0.2032226158941408,-0.0883085435490025,-0.136732636020647,0.1003811027691693,-0.042768512343403,0.0252486891192527,-0.1672135191012923,-0.0877548935157279,0.1761268376565062,0.0108554766486506,-0.1251994601117665,0.0569004508971679,0.0008165228499204,-0.0567610401444994,-0.0122697309127017,-0.0450573037279385,0.0816860193520935
C14-2018-0149,2018.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5870718154880277,-0.1264985585471326,0.1723316264599501,0.3115813375973154,-0.1304521641298809,-0.1333224631547173,-0.0783466770690936,-0.0874952514714895,0.0748206748825698,-0.0424792394128604,0.1231250350804529,0.0929907743424569,0.0259587020390197,-0.0160658641856068,-0.0564274065958517,-0.0087595599348609,0.02974269464011,-0.0080363670504902,-0.0310568909617993,-0.0671085836459015
C14-2018-0150,2018.0,0.0,9.0,1,5.0,0.2999999999999999,10.0,0.0,10.0,35.7,0.0,0.4510777209829824,-0.0720896517496241,0.1335522512271477,0.0621822355335922,-0.2653901799652859,0.1274782545758295,0.0537611519384318,0.304531210872229,0.0475683252079159,-0.0349615451420104,-0.0824795300993236,0.0258737671698314,0.0052459322822562,-0.1304042555220448,0.0062511547881376,0.0052517760325138,0.0212072256565759,0.0386172891041208,-0.0033016420892713,-0.0165812900858468
C14-2018-0150,2018.0,0.0,9.0,1,5.0,0.2999999999999999,10.0,0.0,10.0,35.7,0.0,0.4510777209829824,-0.0720896517496241,0.1335522512271477,0.0621822355335922,-0.2653901799652859,0.1274782545758295,0.0537611519384318,0.304531210872229,0.0475683252079159,-0.0349615451420104,-0.0824795300993236,0.0258737671698314,0.0052459322822562,-0.1304042555220448,0.0062511547881376,0.0052517760325138,0.0212072256565759,0.0386172891041208,-0.0033016420892713,-0.0165812900858468
C14H-2018-0013,2018.0,0.0,9.0,1,0.0,0.0,0.0,0.0,116.0,17.0,0.5,0.0890136274365665,0.0232476892674367,0.0359210969155507,0.0321439393351432,0.0241435290914155,0.0839161219299676,0.0383127616762025,0.0045743985939802,0.0023606478105677,0.012758791640031,0.0460627666873849,0.0018850496557181,0.0561747023465044,0.0103292437147061,-0.0215013287423959,-0.0174122219019352,-0.0075112267980479,-0.0230466911376006,0.0287042203561246,-0.0832871845286647
C14H-2018-0013,2018.0,0.0,9.0,1,0.0,0.0,0.0,0.0,116.0,17.0,0.5,0.0890136274365665,0.0232476892674367,0.0359210969155507,0.0321439393351432,0.0241435290914155,0.0839161219299676,0.0383127616762025,0.0045743985939802,0.0023606478105677,0.012758791640031,0.0460627666873849,0.0018850496557181,0.0561747023465044,0.0103292437147061,-0.0215013287423959,-0.0174122219019352,-0.0075112267980479,-0.0230466911376006,0.0287042203561246,-0.0832871845286647
C14H-2018-0013,2018.0,0.0,9.0,1,0.0,0.0,0.0,0.0,116.0,17.0,0.5,0.0890136274365665,0.0232476892674367,0.0359210969155507,0.0321439393351432,0.0241435290914155,0.0839161219299676,0.0383127616762025,0.0045743985939802,0.0023606478105677,0.012758791640031,0.0460627666873849,0.0018850496557181,0.0561747023465044,0.0103292437147061,-0.0215013287423959,-0.0174122219019352,-0.0075112267980479,-0.0230466911376006,0.0287042203561246,-0.0832871845286647
C14H-2018-0084,2018.0,0.0,10.0,1,0.0,0.0,0.0,0.0,8.0,22.2,0.5,0.3661821102418907,-0.1056734253367958,0.3303586402391386,0.1856139326597853,0.2681988413547346,0.3420567111959896,0.0495656489210154,0.0367644205389909,0.0497792929880567,-0.0708584217952401,-0.1106554763007107,-0.0217696809228296,0.1052072185104083,-0.0843463061869475,0.0126257843624289,-0.0143085458180128,0.0055746111446531,0.013750208791108,-0.0325813329971776,0.017670041922006
C14H-2018-0084,2018.0,0.0,10.0,1,0.0,0.0,0.0,0.0,8.0,22.2,0.5,0.3661821102418907,-0.1056734253367958,0.3303586402391386,0.1856139326597853,0.2681988413547346,0.3420567111959896,0.0495656489210154,0.0367644205389909,0.0497792929880567,-0.0708584217952401,-0.1106554763007107,-0.0217696809228296,0.1052072185104083,-0.0843463061869475,0.0126257843624289,-0.0143085458180128,0.0055746111446531,0.013750208791108,-0.0325813329971776,0.017670041922006
C14-2018-0121,2018.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14-2019-0007,2019.0,0.0,3.0,1,0.0,0.0,0.0,0.0,5.0,13.9,0.0,0.2358292362552694,-0.0192821325593638,0.1218884865634374,-0.0701959736737685,-0.1576548562203981,0.1071927210517469,0.0285754374976432,0.0017288590282226,0.0985201286317115,-0.0560508312957103,-0.0267769074550066,0.104574041355397,0.13861428870782,-0.2173199422932074,0.0237946192833529,-0.0866060290822229,-0.0055246648576773,0.1810140564097629,0.211677078679403,0.0041206964392945
C14-2019-0007,2019.0,0.0,3.0,1,0.0,0.0,0.0,0.0,5.0,13.9,0.0,0.2358292362552694,-0.0192821325593638,0.1218884865634374,-0.0701959736737685,-0.1576548562203981,0.1071927210517469,0.0285754374976432,0.0017288590282226,0.0985201286317115,-0.0560508312957103,-0.0267769074550066,0.104574041355397,0.13861428870782,-0.2173199422932074,0.0237946192833529,-0.0866060290822229,-0.0055246648576773,0.1810140564097629,0.211677078679403,0.0041206964392945
C14-2019-0007,2019.0,0.0,3.0,1,0.0,0.0,0.0,0.0,5.0,13.9,0.0,0.2358292362552694,-0.0192821325593638,0.1218884865634374,-0.0701959736737685,-0.1576548562203981,0.1071927210517469,0.0285754374976432,0.0017288590282226,0.0985201286317115,-0.0560508312957103,-0.0267769074550066,0.104574041355397,0.13861428870782,-0.2173199422932074,0.0237946192833529,-0.0866060290822229,-0.0055246648576773,0.1810140564097629,0.211677078679403,0.0041206964392945
C14-2019-0007,2019.0,0.0,3.0,1,0.0,0.0,0.0,0.0,5.0,13.9,0.0,0.2358292362552694,-0.0192821325593638,0.1218884865634374,-0.0701959736737685,-0.1576548562203981,0.1071927210517469,0.0285754374976432,0.0017288590282226,0.0985201286317115,-0.0560508312957103,-0.0267769074550066,0.104574041355397,0.13861428870782,-0.2173199422932074,0.0237946192833529,-0.0866060290822229,-0.0055246648576773,0.1810140564097629,0.211677078679403,0.0041206964392945
C14-2019-0011,2019.0,0.0,1.0,1,-25.0,-0.5,-25.0,-3250.0,1.0,16.7,0.0,0.5060185514734284,-0.116863783190911,-0.0275313016542105,0.2014825502085466,-0.1409387124008747,-0.0893012996108226,-0.0859692138645247,-0.1149134840119683,0.1020886729257812,0.0206059859600384,0.0177070598213979,0.0636752764248608,0.1129427688297977,-0.1200081498483698,0.031857461421044,-0.0162096500194484,-0.0182324023739386,0.0382744847884206,0.0268184031860588,-0.0161218398677386
C14-2019-0026,2019.0,0.0,3.0,1,0.0,0.0999999999999999,10.0,-3250.0,7.0,35.0,0.0,0.3927795608329988,-0.0728140844287865,0.1008001293620101,0.1457487296802001,-0.1101225397099799,-0.0779257512170647,-0.042850622567987,-0.0996709741858624,0.0102388066287339,-0.0158261981843061,-0.00599677339027,0.0815600366760928,0.0705791031854274,-0.149618612768931,0.0027159050428999,-0.0376334597032299,-0.0366403036221107,0.0698059084930679,0.0899365048024986,0.0433477583047492
C14-2019-0027,2019.0,0.0,2.0,1,-25.0,-0.5,-25.0,-3250.0,2.0,100.0,0.0,0.4177407340236561,-0.0530004768028121,-0.0094332552589926,0.1184369320274479,-0.0830441675742431,-0.0644740632169486,-0.0134838598709602,-0.0376664310129601,0.0729510977316301,0.000531410499231,-0.0193307715042394,0.1018752717098766,0.0680369055203321,-0.1106984588327568,-0.0185547560446354,-0.0213594244352963,-0.0612568858963515,0.0520614172772398,0.0410135317974473,0.0528067970220442
C14-2019-0049,2019.0,0.0,10.0,1,0.0,-0.0999999999999999,0.0,-2250.0,1.0,9.1,0.0,0.4488384168450966,-0.0250664202094703,0.0088333486477728,0.0549792799288931,-0.2606012136536592,0.1494339703245932,0.0175384947615054,0.2227148486248266,0.1468788206924938,-0.0334227706951151,-0.0775196713742429,0.0970094936515412,0.0356591907519047,-0.1549198144538947,0.0119481169581338,-0.0430898395415554,0.0089977122726566,-0.0326304312393935,0.0173067523551616,0.0084623894359082
C14-2019-0053,2019.0,0.0,7.0,1,0.0,-0.05,-5.0,0.0,4.0,22.2,0.0,0.4850105106300674,0.0297074669988531,-0.0397766049534455,0.2110335248543394,-0.0548326441155059,-0.1157285938190925,0.1081265790496242,-0.0229202525057852,0.0206960118312959,-0.1096535292992895,-0.0423422676605355,0.1297860342078645,0.0071022419652919,-0.1597226754690698,0.0364614537260943,-0.0062899390873442,0.0030711285036094,-0.0378019898336981,0.0292302444885835,0.0320428175516427
C14-2019-0053,2019.0,0.0,7.0,1,0.0,-0.05,-5.0,0.0,4.0,22.2,0.0,0.4850105106300674,0.0297074669988531,-0.0397766049534455,0.2110335248543394,-0.0548326441155059,-0.1157285938190925,0.1081265790496242,-0.0229202525057852,0.0206960118312959,-0.1096535292992895,-0.0423422676605355,0.1297860342078645,0.0071022419652919,-0.1597226754690698,0.0364614537260943,-0.0062899390873442,0.0030711285036094,-0.0378019898336981,0.0292302444885835,0.0320428175516427
C14-2019-0053,2019.0,0.0,7.0,1,0.0,-0.05,-5.0,0.0,4.0,22.2,0.0,0.4850105106300674,0.0297074669988531,-0.0397766049534455,0.2110335248543394,-0.0548326441155059,-0.1157285938190925,0.1081265790496242,-0.0229202525057852,0.0206960118312959,-0.1096535292992895,-0.0423422676605355,0.1297860342078645,0.0071022419652919,-0.1597226754690698,0.0364614537260943,-0.0062899390873442,0.0030711285036094,-0.0378019898336981,0.0292302444885835,0.0320428175516427
C14-2019-0053,2019.0,0.0,7.0,1,0.0,-0.05,-5.0,0.0,4.0,22.2,0.0,0.4850105106300674,0.0297074669988531,-0.0397766049534455,0.2110335248543394,-0.0548326441155059,-0.1157285938190925,0.1081265790496242,-0.0229202525057852,0.0206960118312959,-0.1096535292992895,-0.0423422676605355,0.1297860342078645,0.0071022419652919,-0.1597226754690698,0.0364614537260943,-0.0062899390873442,0.0030711285036094,-0.0378019898336981,0.0292302444885835,0.0320428175516427
C14-2019-0053,2019.0,0.0,7.0,1,0.0,-0.05,-5.0,0.0,4.0,22.2,0.0,0.4850105106300674,0.0297074669988531,-0.0397766049534455,0.2110335248543394,-0.0548326441155059,-0.1157285938190925,0.1081265790496242,-0.0229202525057852,0.0206960118312959,-0.1096535292992895,-0.0423422676605355,0.1297860342078645,0.0071022419652919,-0.1597226754690698,0.0364614537260943,-0.0062899390873442,0.0030711285036094,-0.0378019898336981,0.0292302444885835,0.0320428175516427
C14-2019-0054,2019.0,0.0,5.0,1,0.0,0.1999999999999999,25.0,-37810.0,7.0,36.8,1.0,0.4274385009860255,-0.121703019777015,0.3690076140535323,-0.1658551106049942,-0.0193410098202921,-0.0589519904628615,-0.0934992644605478,-0.1581730018124051,-0.0090506339981745,-0.1771182073733766,-0.0367769141839576,0.1084170861718998,0.0443381003291659,-0.1153046722022689,-0.0804980610452124,-0.0717433164377729,0.0054943577075433,-0.0584846387640085,0.0396083036713679,0.0692809470173489
C14-2019-0054,2019.0,0.0,5.0,1,0.0,0.1999999999999999,25.0,-37810.0,7.0,36.8,1.0,0.4274385009860255,-0.121703019777015,0.3690076140535323,-0.1658551106049942,-0.0193410098202921,-0.0589519904628615,-0.0934992644605478,-0.1581730018124051,-0.0090506339981745,-0.1771182073733766,-0.0367769141839576,0.1084170861718998,0.0443381003291659,-0.1153046722022689,-0.0804980610452124,-0.0717433164377729,0.0054943577075433,-0.0584846387640085,0.0396083036713679,0.0692809470173489
C14-2019-0054,2019.0,0.0,5.0,1,0.0,0.1999999999999999,25.0,-37810.0,7.0,36.8,1.0,0.4274385009860255,-0.121703019777015,0.3690076140535323,-0.1658551106049942,-0.0193410098202921,-0.0589519904628615,-0.0934992644605478,-0.1581730018124051,-0.0090506339981745,-0.1771182073733766,-0.0367769141839576,0.1084170861718998,0.0443381003291659,-0.1153046722022689,-0.0804980610452124,-0.0717433164377729,0.0054943577075433,-0.0584846387640085,0.0396083036713679,0.0692809470173489
