parcel_id_10,latitude,longitude
0100060211,30.25267020,-97.77240066
0100060213,30.25261168,-97.77261701
0100060214,30.25268592,-97.77276975
0100060215,30.25265484,-97.77296681
0100060216,30.25276990,-97.77318332
0100060217,30.25287100,-97.77300017
0100060219,30.25313549,-97.77271078
0100060221,30.25348219,-97.77246252
0100060222,30.25358596,-97.77244382
0100060226,30.25336895,-97.77224419
0100060228,30.25317892,-97.77223366
0100060231,30.25216554,-97.77140443
0100060232,30.25206101,-97.77147635
0100060233,30.25195132,-97.77159793
0100060234,30.25215028,-97.77175953
0100060235,30.25229610,-97.77183587
0100060236,30.25312104,-97.77199509
0100060237,30.25272034,-97.77135454
0100060238,30.25294953,-97.77273398
0100060239,30.25306038,-97.77281820
0100060303,30.25440249,-97.77169467
0100060304,30.25433581,-97.77155550
0100060305,30.25423167,-97.77144152
0100060306,30.25420540,-97.77128463
0100060307,30.25413806,-97.77114182
0100060308,30.25407433,-97.77100890
0100060309,30.25400784,-97.77087370
0100060310,30.25394230,-97.77073755
0100060311,30.25387752,-97.77060285
0100060312,30.25380999,-97.77046242
0100060313,30.25373817,-97.77025418
0100060316,30.25363590,-97.77128542
0100060317,30.25370731,-97.77142425
0100060318,30.25382170,-97.77158061
0100060320,30.25437844,-97.77208099
0100060321,30.25447000,-97.77192214
0100060328,30.25374223,-97.77181296
0100060329,30.25382472,-97.77198994
0100060332,30.25405021,-97.77209684
0100060338,30.25332526,-97.77101288
0100060339,30.25332454,-97.77111950
0100060340,30.25394678,-97.77219928
0100060402,30.25537803,-97.77126411
0100060403,30.25522963,-97.77119983
0100060404,30.25510949,-97.77106613
0100060405,30.25508138,-97.77091881
0100060406,30.25505308,-97.77077853
0100060407,30.25495698,-97.77064122
0100060408,30.25490848,-97.77046695
0100060409,30.25487894,-97.77032608
0100060410,30.25480653,-97.77022197
0100060411,30.25472358,-97.77010446
0100060412,30.25459221,-97.77005747
0100060413,30.25446445,-97.76992614
0100060414,30.25432347,-97.76974244
0100060415,30.25420776,-97.76988223
0100060416,30.25407147,-97.77002033
0100060417,30.25426688,-97.77019695
0100060418,30.25433796,-97.77030602
0100060419,30.25443634,-97.77044868
0100060420,30.25448723,-97.77058850
0100060421,30.25450629,-97.77074025
0100060422,30.25463199,-97.77086198
0100060423,30.25466121,-97.77103439
0100060424,30.25473810,-97.77114125
0100060425,30.25483640,-97.77125342
0100060426,30.25493864,-97.77138869
0100060427,30.25498324,-97.77150721
0100060428,30.25497872,-97.77172789
0100060502,30.25473606,-97.76920831
0100060503,30.25442969,-97.76938200
0100060504,30.25477714,-97.76954762
0100060505,30.25460509,-97.76925899
0100060602,30.25032051,-97.77197259
0100060603,30.25046030,-97.77193733
0100060604,30.25058827,-97.77181678
0100060605,30.25074397,-97.77179012
0100060606,30.25089451,-97.77167137
0100060607,30.25069440,-97.77146432
0100060608,30.25039684,-97.77162098
0100060609,30.25021568,-97.77168394
0100060611,30.24972313,-97.77124636
0100060613,30.24931720,-97.77144457
0100060614,30.24986764,-97.77146498
0100060615,30.25002916,-97.77159261
0100060616,30.24996006,-97.77212643
0100060617,30.25014159,-97.77210381
0100060618,30.24961271,-97.77133345
0100060619,30.24946154,-97.77139692
0100060701,30.25139953,-97.77143670
0100060702,30.25133668,-97.77127208
0100060703,30.25126339,-97.77113961
0100060704,30.25119207,-97.77101845
0100060705,30.25110422,-97.77088218
0100060706,30.25104739,-97.77073903
0100060707,30.25094361,-97.77042551
0100060708,30.25079275,-97.77054994
0100060709,30.25065553,-97.77064829
0100060710,30.25050497,-97.77080494
0100060711,30.25036710,-97.77086232
0100060712,30.25023093,-97.77092427
0100060713,30.25000106,-97.77108324
0100060714,30.25018953,-97.77133515
0100060715,30.25051320,-97.77110872
0100060716,30.25067441,-97.77105042
0100060717,30.25082773,-97.77111505
0100060718,30.25098607,-97.77120737
0100060720,30.25014741,-97.77104369
0100060801,30.25214068,-97.77093825
0100060802,30.25206841,-97.77078998
0100060803,30.25199481,-97.77063940
0100060804,30.25192417,-97.77048927
0100060805,30.25182868,-97.77036737
0100060806,30.25179354,-97.77021235
0100060807,30.25172847,-97.77007689
0100060808,30.25164746,-97.76991341
0100060809,30.25157352,-97.76976422
0100060810,30.25151119,-97.76963844
0100060811,30.25144481,-97.76950450
0100060812,30.25137227,-97.76936411
0100060813,30.25130047,-97.76922063
0100060814,30.25122816,-97.76907086
0100060815,30.25103559,-97.76929702
0100060816,30.25093003,-97.76936427
0100060817,30.25080250,-97.76944537
0100060818,30.25101638,-97.76963422
0100060819,30.25112548,-97.76976717
0100060820,30.25119217,-97.76990658
0100060821,30.25125966,-97.77004561
0100060822,30.25132755,-97.77018298
0100060823,30.25140014,-97.77033030
0100060825,30.25156326,-97.77065399
0100060826,30.25161437,-97.77083894
0100060827,30.25173266,-97.77097711
0100060828,30.25178758,-97.77117034
0100060901,30.25284678,-97.77049146
0100060903,30.25272132,-97.77020248
0100060904,30.25263762,-97.77006502
0100060905,30.25262266,-97.76988052
0100060906,30.25256372,-97.76973767
0100060907,30.25246398,-97.76964010
0100060908,30.25240871,-97.76949123
0100060909,30.25233888,-97.76935714
0100060910,30.25226426,-97.76920102
0100060911,30.25209230,-97.76878555
0100060913,30.25210441,-97.76859116
0100060914,30.25191639,-97.76867074
0100060915,30.25164849,-97.76884322
0100060916,30.25173057,-97.76895968
0100060917,30.25178658,-97.76910317
0100060918,30.25186569,-97.76923475
0100060919,30.25190891,-97.76938660
0100060920,30.25197726,-97.76953390
0100060921,30.25205691,-97.76967484
0100060922,30.25214424,-97.76983916
0100060923,30.25218255,-97.76997731
0100060924,30.25225899,-97.77010465
0100060925,30.25232582,-97.77024557
