,Anch2018_CatBoost_YetiRank_Depth6_Base,Anch2018_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2018_CatBoost_YetiRank_Depth10_Base,Anch2018_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth6_Base,Anch2019_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2019_CatBoost_YetiRank_Depth10_Base,Anch2019_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth6_Base,Anch2020_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2020_CatBoost_YetiRank_Depth10_Base,Anch2020_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth6_Base,Anch2021_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2021_CatBoost_YetiRank_Depth10_Base,Anch2021_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth6_Base,Anch2022_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2022_CatBoost_YetiRank_Depth10_Base,Anch2022_CatBoost_YetiRank_Depth10_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth6_Base,Anch2023_CatBoost_YetiRank_Depth6_Meta_Recursive,Anch2023_CatBoost_YetiRank_Depth10_Base,Anch2023_CatBoost_YetiRank_Depth10_Meta_Recursive
district_ldb_imprv_sqft_lag_1yr,0.0,0.21539295351507592,0.2101940359537621,0.2203329386709683,0.0,0.1369573683432599,0.18343660777831972,0.12200855666271718,0.0,0.04618615151885306,0.015648026549968257,0.0488598483524434,0.0,0.08134877524449294,0.0,0.06975684452556495,0.0,0.032656615153799744,0.0,0.1463712431700111,0.15965526913404718,0.05578027500400181,0.6547285499317841,0.03385059132985168
district_ldb_appraised_val_lag_1yr,0.41646866279857225,0.4732518892026377,0.14958005186928647,0.23673505978364667,0.4042515461740574,0.4736297398638875,0.09308395790369857,0.5076407336030043,0.17576832153312857,0.4643214165702662,0.10053319783685964,0.3114722356470508,0.023114227956701323,0.35039266614537223,0.13459954785758854,0.3695844696051549,0.0,0.24198038363475016,0.09195318790303068,0.23557513970998692,0.09723419683522953,0.23207651398510076,0.2402890562004602,0.2610677345971125
district_spatial_contagion_1yr_lag_1yr,0.22413200168711198,0.3478449738369974,0.18728545825613574,0.13768538301193292,0.16966718285238888,0.4792131473472857,0.16507266062377823,0.2042567869259879,0.5872564541940157,0.2686936748146277,0.2473779200919131,0.21230482339196174,0.1627934735173729,0.2622565361828286,0.224223795574942,0.17873067340032442,0.023168226887478664,0.4224105000151671,0.28452282123678,0.18225833678038134,0.0,0.33857991708144897,0.08625667325834288,0.2653697842714748
district_spatial_contagion_3yr_lag_1yr,1.3707353600470211,3.134912930713603,0.5977992514091132,1.805196578132498,0.6174227046674726,3.8930595340062593,0.016695429063048984,2.7871470027079144,0.0,1.4943322743944123,0.12263437452573309,1.319131001094319,0.0,1.1346730407039802,0.3512938087523472,0.5120832486882266,1.197837975409809,0.7591600142759711,1.4834733477987674,0.7411557803898229,0.0,2.807095914337323,0.5572074078841902,2.2505914027454748
district_median_appraised_value_lag_1yr,0.7044580601469632,0.5093927405540604,0.4303280821414261,0.1470059291176254,0.41719627419098315,0.3794957027215052,0.3972785124111334,0.38369149213022624,0.30874463635999305,0.5279493086856076,0.7602839030720814,0.8725098932766282,1.3979559073765522,0.23423725426081637,0.809132906781135,0.8119120243973771,0.10754747206282848,0.7779284433109016,0.22618400331323446,0.2603653838998539,0.09886862094408583,0.3321665749941328,0.33965516158530146,0.3688953059735827
district_mean_appraised_value_lag_1yr,0.35293469945680506,0.5382797341196485,1.1804744500620463,0.2490321757802131,0.6028372701939132,0.3169170712450824,0.91205146789681,0.2891191022739527,0.3554207134426873,0.4909288559898613,0.5272199929776502,0.5420645082724076,0.0374995129298866,0.42380817789716313,0.28149293164298245,0.20463537859443456,0.3431289297339664,0.38237990066534316,0.11063505355205566,0.6261528280537534,0.14517111564089144,0.2512044919915196,0.32041873131181753,0.28272385367016883
district_std_appraised_value_lag_1yr,0.12876971841345577,0.7542714313644401,0.012306650788714959,0.23049677058473855,0.025688309726312124,0.4107251796588517,0.16328754559583664,0.3505515320934254,0.29039578429655283,0.15687337273346963,0.18542256614973135,0.1215732082956973,0.17772190672547322,0.3959302408426306,0.26203360056933644,0.3366125558347934,0.10663706964987119,0.28518936339967116,0.09237495493516314,0.4792160202698548,0.18801786269528453,0.5091120468652068,0.4340553299578344,0.5059756919298639
district_median_sqft_lag_1yr,0.0,0.2540962631414788,0.319159909166879,0.14238331473512383,0.0,0.09614883956296924,0.0971218922987872,0.1812213870918141,0.04866319416637871,0.16542350118792343,0.076482992289777,0.14031266258458464,0.3532639643829061,0.12482673375406458,0.21887209995280033,0.263864619050185,0.0,0.44357991130550467,0.2626504911144775,0.7004794454951844,0.0,0.2972316532056486,0.09532858976520996,0.3013463596739379
district_median_structure_age_lag_1yr,0.0,0.273970140455005,0.262058575866876,0.1896361178661922,0.19867711249030867,0.3141741968796577,0.2835557972469089,0.2078302998879778,0.018465092974352417,0.20894092320777433,0.0,0.09584497613062104,0.0,0.07925853225051346,0.0,0.05869910290656965,0.7013281430561017,0.12584500378654384,0.18523270643148512,0.06785828393481493,0.427628236305333,0.18306887750125478,0.3012733312766033,0.11939948260008997
district_median_neighbor_far_lag_1yr,0.0,0.08521677088416703,0.1655262944086192,0.35425258803368903,0.0,0.08483978138733707,0.6102756552525191,0.05295158432511985,0.0,0.1908953561911547,0.05045369572985516,0.38857287563825615,0.0,0.29974490720153807,0.06472491617381099,0.2286792962985607,0.19334450156767743,0.12409113602235652,0.0,0.18843194354594145,0.0,0.28847669213208904,0.22100356586731673,0.1281026867995867
district_owner_occupancy_share_lag_1yr,0.5302582439043811,0.19583455899294996,0.3426508868723125,0.19935742701144882,0.0,0.2020997493496119,0.5136188416782184,0.36698910703203497,0.22178642120425732,0.16464812457927613,0.5789577603684426,0.44402416964712127,0.0,0.2464196688766586,0.1590084524197923,0.22101321281496217,0.3863484258317509,0.39066297340241296,0.252262541638087,0.5236956449027098,0.7068774725888536,0.25139891760594385,0.2596390585433045,0.35512287892073435
district_median_household_income_lag_1yr,0.0,0.5174995124782821,0.0,0.5084502045714401,0.0,0.13300951388235288,0.08811876931244847,0.14215268102484893,0.0,0.07281251442312485,0.1758769901572319,0.0695188798661854,0.0,0.7803890121878952,0.0,0.08548578865464122,0.10390704441785426,0.833315736333168,0.525426715011563,0.5806773973412206,0.3743945099091715,0.3128609210404081,0.11429070030313962,1.2651130831091462
district_renter_share_lag_1yr,0.17866965937736887,0.22242047829757994,0.24490489348736733,0.21014205862843308,0.0,0.29337014429871733,0.3663873544409998,0.20186112815050433,0.34141746511060544,0.6013299295367869,0.67995443412676,1.1906001602706726,0.0,0.13658138308900775,0.519163155001589,0.3182472700767386,0.1876294605750642,0.23167291408148777,0.2939085973446402,0.08367605434965247,0.7320189218417003,0.3860564447347114,0.34346922556672177,0.14915893445849024
district_protest_rate_lag_2yr,0.2236112032210281,0.4799865015441722,0.0,0.4952404493130513,1.0208158089934054,0.2966460150250543,0.3726297123764119,0.356596136502907,0.7320697367281591,0.6183651367717147,0.4443316677562925,0.6179525137804202,0.8545227744859609,0.3471222102079924,0.6811154066261663,0.6679710173814618,0.4687896567548623,0.3503067175898335,0.19559142739248295,0.2755313510136344,0.4366283722784297,1.71017801208905,0.21709247688980957,1.0794038652020848
district_delta_max_height_ft_lag_2yr,0.5759399180325758,0.7776194405064395,0.37879976986078234,0.3923657643224031,0.09198971196971724,0.4661498966651506,0.2956898413863272,0.25629373444494363,0.4986987894925181,0.5639352910091447,0.4005440435732802,0.41487721745089484,0.4421230342854349,0.7912668884753229,0.26362496585420186,0.5627992655332186,0.03649034892736886,1.8631696612587525,0.7386461614322971,1.0084114505940112,0.0,0.3564133391888185,0.23020093779257214,0.4884404451884492
district_delta_max_far_lag_2yr,0.40951923199585066,0.6137788222924239,0.35332111939189004,0.5614548653656184,0.1641309562534292,0.8274248288716699,0.21980600079790089,0.5703717356428559,0.16764550080628626,1.3713034304654965,1.0008515607061408,1.7532141845317404,0.08366864328339722,2.574211765074994,0.29201534373300997,1.5272379625955803,0.28733833948737986,0.9112757699896936,0.8178452756286443,1.169621826561316,1.2186596318610334,2.9483865436295824,0.39036778878129014,1.0139452230127453
district_delta_max_bldg_cov_pct_lag_2yr,0.18393602996287725,0.7099852232319305,0.819145965348011,0.8271545166570745,0.26759402314650405,0.5923108206973151,0.23929711284936708,0.4157188978622928,0.033837954427009174,0.4414969371637122,0.38819027971270836,0.8668591404257098,0.28361694098196094,0.33060883843815525,1.2010462416634264,0.9288462312441237,0.702418018064563,0.4145625806528234,0.7288025885186136,0.4440788650169193,0.13063558423295776,0.6286333616284622,0.4469061276183116,1.071379219526539
district_delta_min_lot_sqft_lag_2yr,0.45321744273563846,0.5814088238458351,0.22181309286277395,0.1430000511275838,0.31087770655567964,0.6613188515995813,0.25957134253749226,0.28621540176174387,0.35548636323269484,1.1014648349538385,0.3992514523889644,0.4442754551991568,0.308426931508868,0.9965778314324217,0.16029774906767644,0.5499785116334558,0.16965868988537425,1.0579661667055014,0.13530548063921494,0.7996693506287095,0.8215812918267127,1.3965874279122314,0.146897326694305,0.7132211475298051
district_ldb_units_lag_2yr,0.1554083703327343,0.37432281927891686,0.3021373966512309,0.4647582459318733,0.18294213323655178,0.08553773006145506,0.4138331482753977,1.2107443113224874,0.25540157148242415,0.5544398199390853,0.6023217208445953,0.3236096949143665,0.2738454012837215,0.7722213434159939,0.5679588662988759,0.6241317369948315,0.0,0.012903931094245149,0.1638235522879817,0.20765866829091745,0.0,0.24031494430295455,0.2292464954770802,0.4219765897268345
district_ldb_imprv_sqft_lag_2yr,0.0,0.3308886114639994,0.0,0.28361782771450683,0.0,0.24649590987286313,0.02127275277294808,0.1460736405199853,0.0,0.1790346917945217,0.20682572219245615,0.3377074095187323,0.0,0.1791493115480003,0.0,0.146414744353148,0.21336129079282698,0.6458748435900746,0.0,0.6267097410504149,0.3137249180334753,0.3485862234971623,0.0,0.28093136677925007
district_spatial_contagion_3yr_lag_2yr,0.10987554404876627,0.0906258268032715,0.06315859246582776,0.04478326720244623,0.0671999889368128,0.12417430973541037,0.0,0.10551848819862293,0.6256863465857962,0.392024472858329,0.19619014780026842,0.19948729347501518,0.1748777379184013,0.09910397066855324,0.2501549639437944,0.3182110300873476,0.7221196637764452,0.3420350316152037,0.18455464803335894,0.2268269483543818,0.47449107800285234,0.6575761191386641,0.7086149945844169,0.5162990349041375
district_median_appraised_value_lag_2yr,2.55241304701645,0.6547597822194791,1.0291405428974318,0.4596772882246167,1.8292755095529565,0.8497754392174517,0.7699171650095543,0.28644884082752525,0.3267834773361246,0.43096717863677186,1.2247781053877749,0.36284808818049474,0.4131922384240347,0.5304494196135149,1.1306166962349609,0.5310012417426081,0.7444899656285728,0.5442655709714311,0.9365124046206452,0.6607814007387933,0.3683912316857272,0.5098190091508926,0.9951097879275943,0.6490741218264444
