CASE_NUMBER,has_transcribed_opposition,prob_frame_traffic,prob_frame_infrastructure,prob_frame_displacement,prob_frame_neighborhood,prob_frame_procedural
NPA-2011-0016.01,0,0.5142116286674647,0.5064895110709278,0.42912016066028963,0.4155068623021724,0.47446782221825967
NPA-2016-0025.01,0,0.49584158950937185,0.5962919069237316,0.40289071267942517,0.43324453112551886,0.47462860238460475
NPA-2015-0015.02,0,0.4608378002851712,0.6092145190636508,0.4822441395244928,0.5916257327365145,0.4558913028874944
C14-2019-0103,0,0.43637076499982075,0.36990388535809554,0.4163623102833197,0.4094310538223141,0.3298526122185949
C14-2018-0116,0,0.42993764298593573,0.40239704034051216,0.37425649923626714,0.44368834842667015,0.425014229185879
C14-2018-0139,0,0.49994370553029766,0.3903966912044584,0.4121340367130821,0.41952509289650664,0.39375885559726315
NPA-2018-0026.01,0,0.48572107019380667,0.4826527027751336,0.44240252667766805,0.532174166869511,0.39076807130765756
C14-2013-0127,0,0.5454345920681553,0.6044963061635831,0.5016347885299552,0.510548269489401,0.5493830680429561
C14-2010-0190,0,0.36638167957094225,0.5241052091234157,0.34505884656116814,0.34474354353603054,0.35410869229987985
C814-2009-0139.02,0,0.49241744442063146,0.5967087072577935,0.4710179533190027,0.5564638200994564,0.4820849956035933
C14H-2010-0008,0,0.5240126297068997,0.4877515275471964,0.5939832986520964,0.570910714918338,0.5564947446134519
C14-2013-0130,0,0.4178518887186846,0.4820350646741773,0.6352858499910816,0.5769791751018505,0.4325052155980186
C14-2016-0121,0,0.4913559105959201,0.38284933994901216,0.38551858625226537,0.4202478599086166,0.37965225238414424
C14-2011-0103,0,0.5369845277873577,0.5284428746818947,0.4357866171656034,0.3908411463922439,0.4880599429025603
NPA-2010-0005.03,0,0.4868050822299151,0.5799494810815695,0.40906662410099515,0.2799875482935288,0.33927297683741764
C14-2015-0148,0,0.4835638701734382,0.496119093781372,0.5174060807853427,0.2774226580421958,0.24745737812430768
NPA-2012-0011.01,0,0.44141399941884785,0.5101405580000172,0.4753462588560583,0.4967912645270242,0.38272221398092976
C14-2013-0034,0,0.5153116189639748,0.5111093940562287,0.5186647256139225,0.27912352306493177,0.2878035309191061
C14-2016-0023.SH,0,0.39294390501858695,0.41414968778842304,0.4575652703290242,0.5172456067509145,0.3741729494862542
C14-2011-0163,0,0.48580502650364116,0.4677178871335916,0.5116343359695852,0.4857877522711183,0.38261582756679396
C14H-2017-0107,0,0.39415041170859616,0.35788079453816884,0.37710602206833516,0.46950099737226875,0.38203309673311175
C14-2015-0109,0,0.4892287730340592,0.5245169845180355,0.437906978201919,0.49001791351248086,0.4738931808889662
C14-2011-0109,0,0.4388370069195374,0.4517998652095269,0.3883137335722766,0.43417251101399956,0.4457922494136075
C14-2018-0120,0,0.37722179869038597,0.3922219061126844,0.4150418582868945,0.4399248374468701,0.34328921556423636
C14-2020-0012,0,0.49861691867136826,0.4506792265700174,0.46337234019507306,0.36229461627731285,0.30157428049387003
C814-2012-0085,0,0.5203079819837142,0.5105915982491803,0.5275639099988526,0.2777678836822967,0.2910817066939277
C14-2015-0091,0,0.4610668116980387,0.6093419155599786,0.4824008385366625,0.5916456636360458,0.4561650583809293
NPA-2019-0021.01,0,0.3924242318427637,0.4372743481938967,0.45555268770982676,0.47758233878312506,0.3715989089754556
C14-2016-0113,0,0.39170949858411486,0.4026770755507063,0.38861316003836394,0.6099571043597094,0.35016753589227323
C14-2010-0106,0,0.4690839143332159,0.5231037787723014,0.6209113976124572,0.48059568696754446,0.45223909428801584
C14-2011-0075,0,0.5182642325547235,0.6179152271131322,0.501838581490975,0.4831372909607805,0.5053556193893399
C14-2016-0105,0,0.47826974923855636,0.4746172667338621,0.43431401306045664,0.47375354858571883,0.4332717970880291
C14-2010-0035,0,0.5864152475819627,0.49141044465401684,0.4243454910368043,0.39438110008705246,0.5254809958260165
C14-2010-0138,0,0.4872002453688965,0.5805537326481467,0.40945454952350047,0.280053119862627,0.3398738061658494
C14-2010-0085,0,0.4550388344312467,0.5403393960825604,0.4694574220002009,0.4997908416250091,0.4018079621336803
C14-2013-0006,0,0.35653299040305425,0.47683380905120654,0.4845082045085092,0.5850128291755148,0.37768787265910386
C14-2014-0146,0,0.5366755028457398,0.6384728277440007,0.4249037684957892,0.42287898746402597,0.5086179036924452
NPA-2015-0003.01,0,0.46096262993720577,0.6091750665179261,0.4822734386383991,0.5916336165344264,0.45588576318354784
NPA-2019-0020.01,0,0.6103020995325128,0.5429796451625094,0.6103835679537191,0.5834582352733462,0.3435607976256883
NPA-2016-0016.01,0,0.39155105164637616,0.4025144347032278,0.38845194946652134,0.6098880333449906,0.34990686076369887
C14-2012-0058,0,0.5639442667814735,0.5386885692561907,0.4447327716864487,0.42539160668435566,0.5480252959558735
C14-2016-0126,0,0.439901381248792,0.43419859049952547,0.38169178744132093,0.4517076182899125,0.453929102722971
C14-2014-0061,0,0.6016044494725367,0.5782778133315969,0.457551158832558,0.4299281276224122,0.5363246568520487
C14-2013-0158,0,0.501638086277591,0.5122202299070925,0.527534135877108,0.2933272515136,0.2626089418327207
NPA-2015-0026.01,0,0.5138352251692699,0.5311762020462599,0.5120936026954437,0.4830035886016777,0.46243394817977274
C14-2020-0008,0,0.43139420688000946,0.3979571331669659,0.44870260374885285,0.47192044546528555,0.37786155196461335
C14-2012-0142,0,0.44859311577023064,0.38564800364967383,0.38034184943290483,0.37355603656722464,0.4320318011885996
NPA-2017-0029.01,0,0.4830436551424311,0.48227294913774865,0.41707880760663046,0.4277315675869329,0.4247777475956984
NPA-2015-0023.01,0,0.46089626504909703,0.609108453575835,0.48221532600019634,0.5916247074547082,0.45576266880727967
NPA-2015-0013.01,0,0.4834423366414016,0.49486685017220583,0.5183310925310447,0.27802485311310265,0.24674416681278818
NPA-2012-0019.03,0,0.44137952015350085,0.5101422346130685,0.47540072833882774,0.4968140012146912,0.3827926294205929
C14-2013-0104,1,0.5636212312147285,0.5631614585728669,0.5071259087135577,0.47583953910424875,0.6056680556888925
