Seed,Anchor,Offset,Architecture,Topology,Score
117,2022,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2022,4,CatBoost YetiRank Depth6,Base LTR,0.0
117,2022,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2022,1,CatBoost YetiRank Depth10,Base LTR,0.5282398660127837
117,2022,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.536946877497813
117,2022,2,CatBoost YetiRank Depth10,Base LTR,0.7430954364627824
117,2022,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.8059455555437399
117,2022,3,CatBoost YetiRank Depth10,Base LTR,0.0
117,2022,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2022,4,CatBoost YetiRank Depth10,Base LTR,0.0
117,2022,4,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2023,1,CatBoost YetiRank Depth6,Base LTR,0.7619361128529547
117,2023,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.751459549202665
117,2023,2,CatBoost YetiRank Depth6,Base LTR,0.0
117,2023,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2023,3,CatBoost YetiRank Depth6,Base LTR,0.0
117,2023,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
117,2023,1,CatBoost YetiRank Depth10,Base LTR,0.9694209774387559
117,2023,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.976493336158052
117,2023,2,CatBoost YetiRank Depth10,Base LTR,0.0
117,2023,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
117,2023,3,CatBoost YetiRank Depth10,Base LTR,0.0
117,2023,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
999,2018,1,CatBoost YetiRank Depth6,Base LTR,0.7179234314703301
999,2018,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.6949760285893872
999,2018,2,CatBoost YetiRank Depth6,Base LTR,0.6395048110660692
999,2018,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.6472036859771457
999,2018,3,CatBoost YetiRank Depth6,Base LTR,0.4512769208869487
999,2018,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.4627883663375616
999,2018,4,CatBoost YetiRank Depth6,Base LTR,0.2868021937238651
999,2018,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.26157786858719334
999,2018,5,CatBoost YetiRank Depth6,Base LTR,0.5282398660127837
999,2018,5,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.5272465587946282
999,2018,6,CatBoost YetiRank Depth6,Base LTR,0.8041931286019075
999,2018,6,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.7317755480442936
999,2018,1,CatBoost YetiRank Depth10,Base LTR,0.7479296667207531
999,2018,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.7133362401950517
999,2018,2,CatBoost YetiRank Depth10,Base LTR,0.6341477840993482
999,2018,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.638144828009228
999,2018,3,CatBoost YetiRank Depth10,Base LTR,0.43292981507676004
999,2018,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.4309392506474229
999,2018,4,CatBoost YetiRank Depth10,Base LTR,0.3535622343531988
999,2018,4,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.1862456944241732
999,2018,5,CatBoost YetiRank Depth10,Base LTR,0.536946877497813
999,2018,5,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.536946877497813
999,2018,6,CatBoost YetiRank Depth10,Base LTR,0.8238800554503012
999,2018,6,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.781597592985631
999,2019,1,CatBoost YetiRank Depth6,Base LTR,0.6577353226840706
999,2019,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.6429030441191282
999,2019,2,CatBoost YetiRank Depth6,Base LTR,0.4775713548905667
999,2019,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.4449182421592714
999,2019,3,CatBoost YetiRank Depth6,Base LTR,0.2266350658383387
999,2019,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.2478313881956471
999,2019,4,CatBoost YetiRank Depth6,Base LTR,0.5354276434114342
999,2019,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.5354276434114342
999,2019,5,CatBoost YetiRank Depth6,Base LTR,0.8194592231167119
999,2019,5,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.7974241204621095
999,2019,6,CatBoost YetiRank Depth6,Base LTR,0.0
999,2019,6,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
999,2019,1,CatBoost YetiRank Depth10,Base LTR,0.6331404919312505
999,2019,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.6385670000071401
999,2019,2,CatBoost YetiRank Depth10,Base LTR,0.4394107266826275
999,2019,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.44635972598290136
999,2019,3,CatBoost YetiRank Depth10,Base LTR,0.2610815189875475
999,2019,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.31903368164477164
999,2019,4,CatBoost YetiRank Depth10,Base LTR,0.5282398660127837
999,2019,4,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.619514120401764
999,2019,5,CatBoost YetiRank Depth10,Base LTR,0.9323861602322288
999,2019,5,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.8279698089097546
999,2019,6,CatBoost YetiRank Depth10,Base LTR,0.0
999,2019,6,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
999,2020,1,CatBoost YetiRank Depth6,Base LTR,0.46620635267868193
999,2020,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.4670614906638785
999,2020,2,CatBoost YetiRank Depth6,Base LTR,0.3413946463750763
999,2020,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.3412955211119316
999,2020,3,CatBoost YetiRank Depth6,Base LTR,0.536946877497813
999,2020,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.6205074276199194
999,2020,4,CatBoost YetiRank Depth6,Base LTR,0.9639310849684999
999,2020,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.7973407535669685
999,2020,5,CatBoost YetiRank Depth6,Base LTR,0.0
999,2020,5,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
999,2020,6,CatBoost YetiRank Depth6,Base LTR,0.0
999,2020,6,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
999,2020,1,CatBoost YetiRank Depth10,Base LTR,0.47870817721759357
999,2020,1,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.44325836717895717
999,2020,2,CatBoost YetiRank Depth10,Base LTR,0.2420037725143917
999,2020,2,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.24487491029110664
999,2020,3,CatBoost YetiRank Depth10,Base LTR,0.5272465587946282
999,2020,3,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.5272465587946282
999,2020,4,CatBoost YetiRank Depth10,Base LTR,0.9679300826660702
999,2020,4,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.9686062941545839
999,2020,5,CatBoost YetiRank Depth10,Base LTR,0.0
999,2020,5,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
999,2020,6,CatBoost YetiRank Depth10,Base LTR,0.0
999,2020,6,CatBoost YetiRank Depth10,Meta_Recursive LTR,0.0
999,2021,1,CatBoost YetiRank Depth6,Base LTR,0.21866126808561048
999,2021,1,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.2615396851618489
999,2021,2,CatBoost YetiRank Depth6,Base LTR,0.536946877497813
999,2021,2,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.536946877497813
999,2021,3,CatBoost YetiRank Depth6,Base LTR,0.8158255698237797
999,2021,3,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.8230346933581338
999,2021,4,CatBoost YetiRank Depth6,Base LTR,0.0
999,2021,4,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
999,2021,5,CatBoost YetiRank Depth6,Base LTR,0.0
999,2021,5,CatBoost YetiRank Depth6,Meta_Recursive LTR,0.0
999,2021,1,CatBoost YetiRank Depth10,Base LTR,0.2197158387627653
