Anchor,Offset,TestYear,Topology,Target_Binning,Architecture,Metric,Score
2022,+2yr,2023,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.3258874458874459
2022,+3yr,2024,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.439532632258718
2022,+3yr,2024,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.4680231297047944
2022,+3yr,2024,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.42377184924988426
2022,+3yr,2024,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.7425191111018683
2022,+3yr,2024,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.20925925925925926
2022,+3yr,2024,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.20925925925925926
2022,+3yr,2024,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.16840318579449015
2022,+3yr,2024,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.34444444444444444
2023,+1yr,2023,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.897103525141021
2023,+1yr,2023,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.6184385390349307
2023,+1yr,2023,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.6431759367821486
2023,+1yr,2023,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.5271705476302585
2023,+1yr,2023,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.26685425685425684
2023,+1yr,2023,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.26796536796536796
2023,+1yr,2023,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.4677272727272727
2023,+1yr,2023,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.31922993672993666
2023,+2yr,2024,Base_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.4609649427639808
2023,+2yr,2024,Meta_Regression,Absolute_Continuous,Ridge_L2,MdAPE,0.6790455735452583
2023,+2yr,2024,Base_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.5186630226325656
2023,+2yr,2024,Meta_Regression,Absolute_Continuous,MLP_Regressor,MdAPE,0.3408568455942828
2023,+2yr,2024,Base_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.20925925925925926
2023,+2yr,2024,Meta_Classifier,Boolean_Legal,LogisticReg,PR-AUC,0.20925925925925926
2023,+2yr,2024,Base_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.22666432788460322
2023,+2yr,2024,Meta_Classifier,Boolean_Legal,MLP_Classifier,PR-AUC,0.19739017477562587
