Geographic_Layer,Architecture,Anchor_Year,Evaluation_Year,OOS_Offset,MdAPE
Absolute,XGB_Depth10,2019,2022,Self,0.8571
Absolute,XGB_Depth10,2019,2023,Self,0.9905
Absolute,XGB_Depth10,2019,2024,Self,0.9267
Absolute,CAT_Depth6,2019,2019,Self,0.5731
Absolute,CAT_Depth6,2019,2020,Self,0.5413
Absolute,CAT_Depth6,2019,2021,Self,0.4973
Absolute,CAT_Depth6,2019,2022,Self,0.6753
Absolute,CAT_Depth6,2019,2023,Self,0.842
Absolute,CAT_Depth6,2019,2024,Self,0.5604
Absolute,CAT_Depth10,2019,2019,Self,0.5388
Absolute,CAT_Depth10,2019,2020,Self,0.499
Absolute,CAT_Depth10,2019,2021,Self,0.4203
Absolute,CAT_Depth10,2019,2022,Self,0.744
Absolute,CAT_Depth10,2019,2023,Self,1.3864
Absolute,CAT_Depth10,2019,2024,Self,0.3632
Absolute,LGBM_Depth6,2020,2020,Self,0.5959
Absolute,LGBM_Depth6,2020,2021,Self,0.5892
Absolute,LGBM_Depth6,2020,2022,Self,0.6654
Absolute,LGBM_Depth6,2020,2023,Self,1.4464
Absolute,LGBM_Depth6,2020,2024,Self,0.4401
Absolute,LGBM_Depth10,2020,2020,Self,0.6177
Absolute,LGBM_Depth10,2020,2021,Self,0.5879
Absolute,LGBM_Depth10,2020,2022,Self,0.6264
Absolute,LGBM_Depth10,2020,2023,Self,0.7744
Absolute,LGBM_Depth10,2020,2024,Self,0.7103
Absolute,XGB_Depth6,2020,2020,Self,0.8376
Absolute,XGB_Depth6,2020,2021,Self,0.8628
Absolute,XGB_Depth6,2020,2022,Self,0.716
Absolute,XGB_Depth6,2020,2023,Self,0.8844
Absolute,XGB_Depth6,2020,2024,Self,0.9589
Absolute,XGB_Depth10,2020,2020,Self,0.9079
Absolute,XGB_Depth10,2020,2021,Self,0.8327
Absolute,XGB_Depth10,2020,2022,Self,0.9175
Absolute,XGB_Depth10,2020,2023,Self,0.7472
Absolute,XGB_Depth10,2020,2024,Self,0.9727
Absolute,CAT_Depth6,2020,2020,Self,0.4861
Absolute,CAT_Depth6,2020,2021,Self,0.6031
Absolute,CAT_Depth6,2020,2022,Self,0.5749
Absolute,CAT_Depth6,2020,2023,Self,1.1751
Absolute,CAT_Depth6,2020,2024,Self,0.4199
Absolute,CAT_Depth10,2020,2020,Self,0.4553
Absolute,CAT_Depth10,2020,2021,Self,0.6927
Absolute,CAT_Depth10,2020,2022,Self,0.599
Absolute,CAT_Depth10,2020,2023,Self,0.9126
Absolute,CAT_Depth10,2020,2024,Self,0.651
Absolute,LGBM_Depth6,2021,2021,Self,0.6769
Absolute,LGBM_Depth6,2021,2022,Self,0.6163
Absolute,LGBM_Depth6,2021,2023,Self,1.2836
Absolute,LGBM_Depth6,2021,2024,Self,0.3919
Absolute,LGBM_Depth10,2021,2021,Self,0.7116
Absolute,LGBM_Depth10,2021,2022,Self,0.6875
Absolute,LGBM_Depth10,2021,2023,Self,0.7717
Absolute,LGBM_Depth10,2021,2024,Self,0.7296
Absolute,XGB_Depth6,2021,2021,Self,0.9658
Absolute,XGB_Depth6,2021,2022,Self,0.7916
Absolute,XGB_Depth6,2021,2023,Self,0.7919
Absolute,XGB_Depth6,2021,2024,Self,0.9302
Absolute,XGB_Depth10,2021,2021,Self,0.9702
Absolute,XGB_Depth10,2021,2022,Self,0.9917
Absolute,XGB_Depth10,2021,2023,Self,0.9013
Absolute,XGB_Depth10,2021,2024,Self,0.9785
Absolute,CAT_Depth6,2021,2021,Self,0.6438
Absolute,CAT_Depth6,2021,2022,Self,0.7227
Absolute,CAT_Depth6,2021,2023,Self,0.5761
Absolute,CAT_Depth6,2021,2024,Self,0.5926
Absolute,CAT_Depth10,2021,2021,Self,0.4013
Absolute,CAT_Depth10,2021,2022,Self,0.7807
Absolute,CAT_Depth10,2021,2023,Self,0.771
Absolute,CAT_Depth10,2021,2024,Self,0.8108
Absolute,LGBM_Depth6,2022,2022,Self,0.6795
Absolute,LGBM_Depth6,2022,2023,Self,0.6754
Absolute,LGBM_Depth6,2022,2024,Self,0.6574
Absolute,LGBM_Depth10,2022,2022,Self,0.6836
Absolute,LGBM_Depth10,2022,2023,Self,0.6872
Absolute,LGBM_Depth10,2022,2024,Self,0.7747
Absolute,XGB_Depth6,2022,2022,Self,0.703
Absolute,XGB_Depth6,2022,2023,Self,0.6846
Absolute,XGB_Depth6,2022,2024,Self,0.9514
Absolute,XGB_Depth10,2022,2022,Self,0.9078
Absolute,XGB_Depth10,2022,2023,Self,0.937
Absolute,XGB_Depth10,2022,2024,Self,0.9876
Absolute,CAT_Depth6,2022,2022,Self,0.5892
Absolute,CAT_Depth6,2022,2023,Self,0.6319
Absolute,CAT_Depth6,2022,2024,Self,0.4613
Absolute,CAT_Depth10,2022,2022,Self,0.4894
Absolute,CAT_Depth10,2022,2023,Self,0.9553
Absolute,CAT_Depth10,2022,2024,Self,0.6135
Absolute,LGBM_Depth6,2023,2023,Self,0.6094
Absolute,LGBM_Depth6,2023,2024,Self,0.4629
Absolute,LGBM_Depth10,2023,2023,Self,0.5566
Absolute,LGBM_Depth10,2023,2024,Self,0.7897
Absolute,XGB_Depth6,2023,2023,Self,0.8793
Absolute,XGB_Depth6,2023,2024,Self,0.9742
Absolute,XGB_Depth10,2023,2023,Self,0.9536
Absolute,XGB_Depth10,2023,2024,Self,0.9953
Absolute,CAT_Depth6,2023,2023,Self,0.6628
Absolute,CAT_Depth6,2023,2024,Self,0.4253
Absolute,CAT_Depth10,2023,2023,Self,0.8071
Absolute,CAT_Depth10,2023,2024,Self,0.6234
Absolute,LGBM_Depth6,2024,2024,Self,0.4632
Absolute,LGBM_Depth10,2024,2024,Self,0.7809
Absolute,XGB_Depth6,2024,2024,Self,0.9805
Absolute,XGB_Depth10,2024,2024,Self,0.9928
Absolute,CAT_Depth6,2024,2024,Self,0.6412
Absolute,CAT_Depth10,2024,2024,Self,0.7116
