pid,year,lr,diff,diff_calibrated,ens_calibrated,actual
0408440507,2024,0.00588,0.19994,0.002417,0.004148,0.0
0304020709,2024,0.00592,0.39686,0.004711,0.005316,0.0
0412480404,2024,0.0059,0.55354,0.017403,0.011651,0.0
0126010716,2024,0.00592,0.19943,0.002417,0.004168,0.0
0106160308,2024,0.00589,0.19971,0.003115,0.004503,0.0
0215162913,2024,0.00592,0.1995,0.003115,0.004518,0.0
0113360504,2024,0.00607,0.49642,0.009434,0.007752,0.0
0105110505,2024,0.00588,0.29716,0.002619,0.004249,0.0
0440300706,2024,0.00587,0.10017,0.003115,0.004493,0.0
0239281319,2024,0.00586,0.20012,0.002417,0.004138,0.0
0203090914,2024,0.00592,0.21508,0.002417,0.004168,0.0
0436130306,2024,0.00588,0.20054,0.002417,0.004148,0.0
0247010118,2024,0.00589,0.0874,0.003115,0.004503,0.0
0415191516,2024,0.00587,0.21895,0.003115,0.004493,0.0
0414361007,2024,0.00589,0.19782,0.002417,0.004153,0.0
0141580504,2024,0.00591,0.09989,0.002417,0.004163,0.0
0213160232,2024,0.00588,0.39866,0.004711,0.005296,0.0
0428031023,2024,0.00587,0.58944,0.027778,0.016824,0.0
0234140307,2024,0.06886,0.10804,0.002417,0.035638,0.0
0239190213,2024,0.00585,0.1002,0.003115,0.004483,0.0
0152070605,2024,0.0219,0.00082,0.0,0.01095,0.0
0408280513,2024,0.0059,0.19947,0.002417,0.004158,0.0
0449070203,2024,0.00585,0.09919,0.002417,0.004133,0.0
R416131,2024,0.00589,0.29925,0.002619,0.004254,0.0
0306550530,2024,0.00587,0.20031,0.002417,0.004143,0.0
0317030401,2024,0.00588,0.10038,0.002417,0.004148,0.0
0410500302,2024,0.00591,0.30003,0.002619,0.004264,0.0
R076880,2024,0.0059,0.2948,0.002619,0.004259,0.0
0218200241,2024,0.00587,0.29915,0.003321,0.004595,0.0
0436252712,2024,0.00585,0.44156,0.009434,0.007642,0.0
0154150632,2024,0.00593,0.10041,0.002417,0.004173,0.0
0447091016,2024,0.00824,0.40056,0.009434,0.008837,0.0
0440151228,2024,0.00585,0.29933,0.002619,0.004234,0.0
0280200111,2024,0.00585,0.3941,0.004711,0.005281,0.0
0250281811,2024,0.00587,0.10046,0.003115,0.004493,0.0
0416380815,2024,0.00589,0.20001,0.002417,0.004153,0.0
0225030323,2024,0.0059,0.10013,0.003115,0.004508,0.0
0247300405,2024,0.00586,0.20012,0.002417,0.004138,0.0
0245261207,2024,0.00587,0.10237,0.003115,0.004493,0.0
0426010403,2024,0.00588,0.104,0.003115,0.004498,0.0
0445090211,2024,0.01981,0.0988,0.002417,0.011113,0.0
0164070941,2024,0.00587,0.10038,0.003115,0.004493,0.0
0340130522,2024,0.01071,0.43571,0.009434,0.010072,0.0
0119360208,2024,0.00596,0.364,0.004662,0.005311,0.0
0140030613,2024,0.00595,0.19988,0.002417,0.004183,0.0
0413070439,2024,0.00586,0.03103,0.003115,0.004488,0.0
0414381107,2024,0.00588,0.37305,0.004662,0.005271,0.0
0215121207,2024,0.00592,0.29945,0.003321,0.00462,0.0
0407770145,2024,0.00818,0.15818,0.003115,0.005648,0.0
0251500112,2024,0.00818,0.00091,0.002417,0.005298,0.0
0332360531,2024,0.00586,0.19973,0.003115,0.004488,0.0
0251410203,2024,0.00818,0.00089,0.003115,0.005648,0.0
0254430712,2024,0.00586,0.00088,0.003115,0.004488,0.0
0139480106,2024,0.0059,0.19884,0.003115,0.004508,0.0
0239061506,2024,0.00589,0.29955,0.002619,0.004254,0.0
0424030904,2024,0.00587,0.19629,0.003115,0.004493,0.0
0436090121,2024,0.00793,0.0009,0.003115,0.005523,0.0
0250400338,2024,0.00585,0.10043,0.002417,0.004133,0.0
0414381204,2024,0.00589,0.045,0.003115,0.004503,0.0
0138000114,2024,0.07452,0.00092,0.003115,0.038818,0.0
R076115,2024,0.00469,0.00103,0.003115,0.003903,0.0
R470682,2024,0.02472,0.09266,0.002417,0.013568,0.0
0416290223,2024,0.00588,0.10065,0.002417,0.004148,0.0
0224070822,2024,0.00589,0.39913,0.004662,0.005276,0.0
0424550507,2024,0.00589,0.10035,0.003115,0.004503,0.0
0418271126,2024,0.00587,0.39929,0.004662,0.005266,0.0
0302020533,2024,0.00594,0.10316,0.002417,0.004178,0.0
0419230710,2024,0.00587,0.10041,0.002417,0.004143,0.0
0220080401,2024,0.96397,0.89362,0.563758,0.763864,0.0
0324010308,2024,0.00588,0.44128,0.00916,0.00752,0.0
0221330410,2024,0.00588,0.09595,0.003115,0.004498,0.0
0210141011,2024,0.00589,0.34662,0.004711,0.005301,0.0
0226700140,2024,0.00818,0.00087,0.003115,0.005648,0.0
0135341003,2024,0.0059,0.29905,0.003321,0.00461,0.0
0248120341,2024,0.00587,0.3565,0.004711,0.005291,0.0
0416300740,2024,0.00586,0.29864,0.003321,0.00459,0.0
0121480318,2024,0.00594,0.29612,0.003321,0.00463,0.0
0272200321,2024,0.00586,0.19991,0.002417,0.004138,0.0
0414270206,2024,0.00587,0.04981,0.002417,0.004143,0.0
0428191101,2024,0.25199,0.00084,0.003115,0.127553,0.0
0225690169,2024,0.00586,0.49865,0.009434,0.007647,0.0
0205101604,2024,0.00588,0.00098,0.002417,0.004148,0.0
0243280109,2024,0.00153,0.00086,0.003115,0.002323,0.0
0242150433,2024,0.12936,0.30014,0.004711,0.067036,0.0
0270200304,2024,0.00587,0.18458,0.002417,0.004143,0.0
0241281123,2024,0.00585,0.14098,0.003115,0.004483,0.0
0422380105,2024,0.00594,0.32799,0.004711,0.005326,0.0
0239330750,2024,0.00586,0.07727,0.002417,0.004138,0.0
0410500251,2024,0.00588,0.23291,0.003321,0.0046,0.0
0258160168,2024,0.00152,0.00095,0.003115,0.002318,0.0
0422480168,2024,0.00588,0.22374,0.002417,0.004148,0.0
0421010267,2024,0.00588,0.2028,0.002417,0.004148,0.0
0233090401,2024,0.00589,0.29879,0.002619,0.004254,0.0
0301020524,2024,0.00601,0.09695,0.002417,0.004213,0.0
0258330511,2024,0.00588,0.22277,0.002417,0.004148,0.0
0221381216,2024,0.00585,0.00097,0.003115,0.004483,0.0
0426441031,2024,0.00589,0.4982,0.00916,0.007525,0.0
0141500217,2024,0.00587,0.02528,0.002417,0.004143,0.0
0305160443,2024,0.00585,0.20982,0.003115,0.004483,0.0
R302296,2024,0.0059,0.11731,0.002417,0.004158,0.0
0252161940,2024,0.96591,0.86101,0.563758,0.764834,0.0
0243170110,2024,0.00768,0.00085,0.003115,0.005398,0.0
0227300802,2024,0.00549,0.00085,0.002417,0.003953,0.0
0302000901,2024,0.00594,0.10904,0.002417,0.004178,0.0
0101130402,2024,0.11928,0.00084,0.002417,0.060848,0.0
0322020165,2024,0.00761,0.0011,0.002417,0.005013,0.0
0310260601,2024,0.02625,0.09024,0.002417,0.014333,0.0
0215020902,2024,0.00997,0.0011,0.003115,0.006543,0.0
0128020106,2024,0.00589,0.11768,0.003115,0.004503,0.0
0160440512,2024,0.00587,0.19269,0.002417,0.004143,0.0
0330060301,2024,0.00587,0.29944,0.003321,0.004595,0.0
0424000310,2024,0.00587,0.29667,0.002619,0.004244,0.0
0164360154,2024,0.00588,0.31973,0.004662,0.005271,0.0
0237431802,2024,0.00587,0.29812,0.002619,0.004244,0.0
0445070203,2024,0.01981,0.1849,0.002417,0.011113,0.0
R091768,2024,0.02472,0.00137,0.002417,0.013568,0.0
0430190905,2024,0.00586,0.19929,0.002417,0.004138,0.0
0141090729,2024,0.00587,0.33448,0.004662,0.005266,0.0
0414051013,2024,0.00587,0.39221,0.004711,0.005291,0.0
0236060704,2024,0.0059,0.39821,0.004662,0.005281,0.0
0211010217,2024,0.00019,0.39825,0.004711,0.002451,0.0
0170150602,2024,0.00153,0.09344,0.003115,0.002323,0.0
0101400713,2024,0.00591,0.20021,0.002417,0.004163,0.0
0418230811,2024,0.00587,0.18986,0.003115,0.004493,0.0
0235210420,2024,0.02657,0.21322,0.002417,0.014493,0.0
0220270207,2024,0.0059,0.00293,0.002417,0.004158,0.0
0260040213,2024,0.00591,0.3011,0.004711,0.005311,0.0
0445030905,2024,0.00586,0.10053,0.003115,0.004488,0.0
0229150804,2024,0.12889,0.19105,0.002417,0.065653,0.0
0415211310,2024,0.00587,0.42793,0.00916,0.007515,0.0
R062884,2024,0.00608,0.01227,0.003115,0.004598,0.0
0125110767,2024,0.00592,0.19951,0.002417,0.004168,0.0
0110570141,2024,0.00589,0.20246,0.003115,0.004503,0.0
0424441134,2024,0.00589,0.00442,0.002417,0.004153,0.0
0210021307,2024,0.07592,0.20573,0.002417,0.039168,0.0
0302021805,2024,0.00589,0.10067,0.003115,0.004503,0.0
0242190413,2024,0.00587,0.07876,0.002417,0.004143,0.0
0402280203,2024,0.00592,0.31097,0.004662,0.005291,0.0
0213330208,2024,0.00587,0.1008,0.002417,0.004143,0.0
0418170906,2024,0.12921,0.50373,0.015385,0.072297,0.0
0145300311,2024,0.00592,0.09629,0.003115,0.004518,0.0
0210180505,2024,0.99223,0.99651,0.797297,0.894764,0.0
0236190138,2024,0.00802,0.00119,0.003115,0.005568,0.0
0406441145,2024,0.01071,0.59876,0.037642,0.024176,0.0
0426530602,2024,0.00591,0.19992,0.002417,0.004163,0.0
0213100509,2024,0.00592,0.17943,0.003115,0.004518,0.0
0252161821,2024,0.12942,0.01616,0.003115,0.066268,0.0
0214210224,2024,0.00589,0.23588,0.003321,0.004605,0.0
R562661,2024,0.08359,0.29707,0.003321,0.043455,0.0
0225250813,2024,0.00589,0.49873,0.009434,0.007662,0.0
0203550321,2024,0.00501,0.00254,0.002417,0.003713,0.0
0430111008,2024,0.00586,0.00096,0.003115,0.004488,0.0
0262280436,2024,0.00586,0.21208,0.002417,0.004138,0.0
0247140419,2024,0.00589,0.09806,0.003115,0.004503,0.0
R359716,2024,0.00753,0.00228,0.002417,0.004973,0.0
0156050114,2024,0.00592,0.10941,0.003115,0.004518,0.0
R522414,2024,0.00587,0.25264,0.003321,0.004595,0.0
0260060322,2024,0.00588,0.19998,0.003115,0.004498,0.0
0202120321,2024,0.00761,0.00144,0.003115,0.005363,0.0
0322062424,2024,0.00586,0.33927,0.004662,0.005261,0.0
R063374,2024,0.057,0.00078,0.0,0.0285,0.0
0204061901,2024,0.02857,0.20184,0.002417,0.015493,0.0
0116000904,2024,0.00616,0.0011,0.003115,0.004638,0.0
0421010732,2024,0.12941,0.29971,0.003321,0.066365,0.0
0256301015,2024,0.30101,0.00083,0.0,0.150505,0.0
0164091717,2024,0.00589,0.1007,0.002417,0.004153,0.0
0217181713,2024,0.02268,0.00081,0.0,0.01134,0.0
0340150611,2024,0.00822,0.30021,0.004711,0.006466,0.0
0425181740,2024,0.00586,0.29947,0.002619,0.004239,0.0
0428251407,2024,0.00786,0.00086,0.003115,0.005488,0.0
0262280423,2024,0.00586,0.23568,0.002417,0.004138,0.0
0430531010,2024,0.0059,0.19987,0.003115,0.004508,0.0
0418360635,2024,0.00587,0.08787,0.002417,0.004143,0.0
0336081113,2024,0.02085,0.10006,0.003115,0.011983,0.0
0224240738,2024,0.00591,0.15441,0.003115,0.004513,0.0
0416280521,2024,0.00587,0.3865,0.004662,0.005266,0.0
R513328,2024,0.00586,0.10043,0.002417,0.004138,0.0
0430301719,2024,0.00591,0.19919,0.002417,0.004163,0.0
0428150207,2024,0.99389,0.99617,0.563758,0.778824,0.0
0430130738,2024,0.00586,0.26727,0.003321,0.00459,0.0
0206040606,2024,0.08788,0.10459,0.003115,0.045498,0.0
0233130610,2024,0.00588,0.2993,0.003321,0.0046,0.0
0262300419,2024,0.00587,0.19891,0.003115,0.004493,0.0
0229260502,2024,0.00611,0.00085,0.003115,0.004613,0.0
0245210422,2024,0.00588,0.10063,0.002417,0.004148,0.0
0252160519,2024,0.00588,0.34413,0.004711,0.005296,0.0
0252281002,2024,0.12918,0.22201,0.002417,0.065798,0.0
R074186,2024,0.00593,0.12498,0.002417,0.004173,0.0
0231050723,2024,0.00595,0.10191,0.003115,0.004533,0.0
0415210910,2024,0.00587,0.19896,0.002417,0.004143,0.0
0426251406,2024,0.00586,0.29024,0.003321,0.00459,0.0
0322061014,2024,0.00588,0.49886,0.00916,0.00752,0.0
0312080303,2024,0.00587,0.29951,0.003321,0.004595,0.0
0416110422,2024,0.12921,0.30091,0.004711,0.066961,0.0
0220061113,2024,0.96373,0.99383,0.474286,0.719008,0.0
0247460110,2024,0.00585,0.19802,0.002417,0.004133,0.0
0443032115,2024,0.00587,0.29971,0.002619,0.004244,0.0
0109010707,2024,0.96445,0.99391,0.563758,0.764104,0.0
0105170412,2024,0.12912,0.39499,0.004662,0.066891,0.0
0417130902,2024,0.00587,0.10032,0.002417,0.004143,0.0
0422130609,2024,0.00503,0.00097,0.002417,0.003723,0.0
0406480936,2024,0.00588,0.10071,0.003115,0.004498,0.0
0239480714,2024,0.00586,0.29947,0.003321,0.00459,0.0
0402010618,2024,0.00588,0.10042,0.003115,0.004498,0.0
0430230324,2024,0.12934,0.20012,0.003115,0.066228,0.0
0205101219,2024,0.0059,0.00299,0.003115,0.004508,0.0
0215160107,2024,0.0059,0.46516,0.009434,0.007667,0.0
0222110801,2024,0.00589,0.22857,0.003321,0.004605,0.0
0239261405,2024,0.00586,0.19992,0.003115,0.004488,0.0
0428231003,2024,0.00152,0.19723,0.003115,0.002318,0.0
0426231706,2024,0.00587,0.2284,0.003321,0.004595,0.0
0239331401,2024,0.02078,0.20013,0.002417,0.011598,0.0
0160051208,2024,0.00589,0.21906,0.003115,0.004503,0.0
0168210921,2024,0.00592,0.26832,0.003321,0.00462,0.0
0310260604,2024,0.00761,0.20046,0.003115,0.005363,0.0
0410120723,2024,0.00588,0.2866,0.002619,0.004249,0.0
0266280522,2024,0.00587,0.2002,0.003115,0.004493,0.0
0416210507,2024,0.00588,0.00139,0.002417,0.004148,0.0
0322020109,2024,0.00681,0.00078,0.0,0.003405,0.0
0417050518,2024,0.00587,0.18867,0.003115,0.004493,0.0
R086739,2024,0.00598,0.14317,0.003115,0.004548,0.0
0432130807,2024,0.00588,0.3162,0.004662,0.005271,0.0
0205550358,2024,0.00586,0.07631,0.003115,0.004488,0.0
0415191124,2024,0.00587,0.11548,0.002417,0.004143,0.0
0256050201,2024,0.00589,0.39909,0.004662,0.005276,0.0
0223161033,2024,0.12959,0.29625,0.003321,0.066455,0.0
0219330410,2024,0.00588,0.09963,0.002417,0.004148,0.0
0330030431,2024,0.01981,0.22225,0.002417,0.011113,0.0
0250231516,2024,0.00591,0.22723,0.002417,0.004163,0.0
0245010487,2024,0.0068,0.00083,0.0,0.0034,0.0
0424130111,2024,0.00646,0.10456,0.002417,0.004438,0.0
0131360705,2024,0.0059,0.10053,0.002417,0.004158,0.0
0106160128,2024,0.12906,0.28046,0.003321,0.06619,0.0
0264060509,2024,0.00589,0.17829,0.002417,0.004153,0.0
0220270807,2024,0.00769,0.00122,0.003115,0.005403,0.0
0103060321,2024,0.00589,0.14513,0.002417,0.004153,0.0
0270001007,2024,0.00587,0.283,0.003321,0.004595,0.0
0268180414,2024,0.02657,0.20042,0.002417,0.014493,0.0
0209091908,2024,0.00592,0.21519,0.003115,0.004518,0.0
0243231137,2024,0.00586,0.19844,0.003115,0.004488,0.0
0402010617,2024,0.006,0.10083,0.002417,0.004208,0.0
0111251104,2024,0.00603,0.29961,0.002619,0.004324,0.0
0414050101,2024,0.07015,0.01898,0.003115,0.036633,0.0
0252280124,2024,0.00588,0.10044,0.002417,0.004148,0.0
0237400710,2024,0.00586,0.29767,0.003321,0.00459,0.0
0160070810,2024,0.00588,0.01581,0.002417,0.004148,0.0
0215180112,2024,0.00588,0.46888,0.009434,0.007657,0.0
R074013,2024,0.00588,0.20001,0.003115,0.004498,0.0
0426400307,2024,0.00589,0.14398,0.002417,0.004153,0.0
0212013101,2024,0.02857,0.19253,0.003115,0.015843,0.0
0243170224,2024,0.00681,0.00081,0.0,0.003405,0.0
0116000518,2024,0.00594,0.20009,0.002417,0.004178,0.0
R075320,2024,0.02472,0.10055,0.003115,0.013918,0.0
0118570209,2024,0.04547,0.00085,0.002417,0.023943,0.0
0414180403,2024,0.00587,0.31533,0.004662,0.005266,0.0
0447280230,2024,0.00589,0.20836,0.002417,0.004153,0.0
0424441513,2024,0.00589,0.10072,0.003115,0.004503,0.0
0417101319,2024,0.00587,0.1999,0.002417,0.004143,0.0
0266101605,2024,0.00589,0.09976,0.002417,0.004153,0.0
0266200958,2024,0.00587,0.19992,0.002417,0.004143,0.0
0147550339,2024,0.00586,0.3484,0.004662,0.005261,0.0
R613194,2024,0.3133,0.49571,0.009434,0.161367,0.0
0307020611,2024,0.00587,0.10038,0.003115,0.004493,0.0
0164630309,2024,0.00584,0.10281,0.002417,0.004128,0.0
0449210806,2024,0.00159,0.00078,0.0,0.000795,0.0
0168130403,2024,0.00153,0.10829,0.002417,0.001973,0.0
0419150310,2024,0.00587,0.1003,0.002417,0.004143,0.0
0434070608,2024,0.00588,0.205,0.003115,0.004498,0.0
0410280417,2024,0.00589,0.30053,0.004711,0.005301,0.0
0432281202,2024,0.00586,0.10053,0.002417,0.004138,0.0
0336080310,2024,0.02081,0.102,0.002417,0.011613,0.0
0224270411,2024,0.00587,0.19868,0.002417,0.004143,0.0
0428231204,2024,0.12931,0.2993,0.002619,0.065964,0.0
0408300304,2024,0.00607,0.10056,0.002417,0.004243,0.0
0117020607,2024,0.00593,0.10025,0.003115,0.004523,0.0
0241220206,2024,0.0059,0.39638,0.004711,0.005306,0.0
0229210226,2024,0.00591,0.09644,0.003115,0.004513,0.0
0307170614,2024,0.00589,0.10045,0.003115,0.004503,0.0
0205521205,2024,0.00585,0.23571,0.002417,0.004133,0.0
0307170702,2024,0.00585,0.19629,0.003115,0.004483,0.0
0402530722,2024,0.0059,0.2384,0.002417,0.004158,0.0
0111380315,2024,0.006,0.59672,0.020833,0.013417,0.0
0144010213,2024,0.0079,0.00085,0.002417,0.005158,0.0
0403010416,2024,0.00594,0.10075,0.002417,0.004178,0.0
0239100101,2024,0.00589,0.29944,0.003321,0.004605,0.0
0416110709,2024,0.00587,0.38777,0.004662,0.005266,0.0
0212130214,2024,0.0059,0.29736,0.002619,0.004259,0.0
0445070705,2024,0.0059,0.29504,0.003321,0.00461,0.0
0260040206,2024,0.00589,0.29958,0.003321,0.004605,0.0
0145110235,2024,0.00589,0.19957,0.003115,0.004503,0.0
0330030344,2024,0.01981,0.00111,0.003115,0.011463,0.0
0219160818,2024,0.00583,0.27752,0.003321,0.004575,0.0
0110061305,2024,0.00587,0.23458,0.003321,0.004595,0.0
0256430838,2024,0.00585,0.20017,0.003115,0.004483,0.0
0338030120,2024,0.00586,0.19971,0.002417,0.004138,0.0
0417150964,2024,0.129,0.20146,0.003115,0.066058,0.0
0245280602,2024,0.00587,0.19989,0.002417,0.004143,0.0
0412361503,2024,0.00589,0.20003,0.002417,0.004153,0.0
0418300154,2024,0.00587,0.49852,0.009434,0.007652,0.0
0223080247,2024,0.12948,0.29867,0.003321,0.0664,0.0
0243050735,2024,0.00588,0.10044,0.003115,0.004498,0.0
0420301349,2024,0.00587,0.33487,0.004711,0.005291,0.0
0404500122,2024,0.00519,0.00078,0.0,0.002595,0.0
0422211105,2024,0.12887,0.32165,0.004711,0.066791,0.0
0338060409,2024,0.01071,0.10027,0.003115,0.006913,0.0
0206180632,2024,0.00589,0.19994,0.003115,0.004503,0.0
0416300613,2024,0.00588,0.20474,0.003115,0.004498,0.0
0117091304,2024,0.0059,0.00243,0.003115,0.004508,0.0
0420440105,2024,0.00588,0.1034,0.002417,0.004148,0.0
0424480622,2024,0.00589,0.40002,0.009434,0.007662,0.0
0127250225,2024,0.00818,0.00094,0.003115,0.005648,0.0
0412301012,2024,0.00588,0.00476,0.002417,0.004148,0.0
0417130229,2024,0.00587,0.10211,0.002417,0.004143,0.0
R417307,2024,0.12924,0.28916,0.003321,0.06628,0.0
0219050105,2024,0.06949,0.25776,0.003321,0.036405,0.0
0219150308,2024,0.34589,0.13144,0.003115,0.174503,0.0
0115041801,2024,0.02472,0.10068,0.003115,0.013918,0.0
0302030510,2024,0.0059,0.30299,0.002619,0.004259,0.0
0246160604,2024,0.00589,0.10007,0.002417,0.004153,0.0
0247140415,2024,0.00587,0.12218,0.002417,0.004143,0.0
0419280102,2024,0.00783,0.00087,0.002417,0.005123,0.0
0217332105,2024,0.00591,0.00101,0.003115,0.004513,0.0
0254130244,2024,0.1297,0.19715,0.003115,0.066408,0.0
0206050904,2024,0.00612,0.17129,0.003115,0.004618,0.0
0413110938,2024,0.00585,0.19961,0.002417,0.004133,0.0
0217160914,2024,0.00587,0.00077,0.0,0.002935,0.0
0438280711,2024,0.00152,0.1003,0.002417,0.001968,0.0
0233090977,2024,0.00586,0.20127,0.003115,0.004488,0.0
0128001317,2024,0.00591,0.19995,0.003115,0.004513,0.0
0328010317,2024,0.00761,0.00205,0.003115,0.005363,0.0
0125090147,2024,0.00595,0.00093,0.002417,0.004183,0.0
0414131015,2024,0.01981,0.00079,0.0,0.009905,0.0
0209190335,2024,0.02657,0.22535,0.003321,0.014945,0.0
0332381636,2024,0.00587,0.00104,0.003115,0.004493,0.0
0406480676,2024,0.00591,0.18948,0.002417,0.004163,0.0
0440070407,2024,0.00591,0.19977,0.003115,0.004513,0.0
0106160706,2024,0.00588,0.46077,0.009434,0.007657,0.0
0205520628,2024,0.00587,0.10119,0.002417,0.004143,0.0
0310260121,2024,0.00589,0.39797,0.004711,0.005301,0.0
0206130901,2024,0.02472,0.00186,0.003115,0.013918,0.0
0262300643,2024,0.00587,0.1999,0.002417,0.004143,0.0
0217332145,2024,0.00586,0.09918,0.002417,0.004138,0.0
R78073,2024,0.02126,0.10151,0.003115,0.012188,0.0
0221330740,2024,0.00584,0.39925,0.004711,0.005276,0.0
0100030818,2024,0.0059,0.29947,0.002619,0.004259,0.0
0430300718,2024,0.00591,0.38956,0.004662,0.005286,0.0
0141030923,2024,0.00592,0.10045,0.003115,0.004518,0.0
0250400203,2024,0.02078,0.21585,0.003115,0.011948,0.0
0406090139,2024,0.00769,0.00082,0.002417,0.005053,0.0
0302030525,2024,0.00592,0.46729,0.009434,0.007677,0.0
0180530109,2024,0.00761,0.00114,0.003115,0.005363,0.0
0110060505,2024,0.00588,0.10946,0.002417,0.004148,0.0
0135050461,2024,0.00589,0.20088,0.003115,0.004503,0.0
0240050305,2024,0.00588,0.20019,0.002417,0.004148,0.0
0200101201,2024,0.02472,0.00224,0.003115,0.013918,0.0
0434300232,2024,0.00589,0.19963,0.003115,0.004503,0.0
0276180308,2024,0.00586,0.09681,0.003115,0.004488,0.0
0405000711,2024,0.00588,0.1998,0.002417,0.004148,0.0
0223150402,2024,0.00588,0.39892,0.004711,0.005296,0.0
0320061739,2024,0.00586,0.4003,0.009434,0.007647,0.0
0424070203,2024,0.0059,0.43059,0.009434,0.007667,0.0
0406530118,2024,0.00593,0.2558,0.002619,0.004274,0.0
0137190346,2024,0.17824,0.79724,0.474286,0.326263,0.0
0246160505,2024,0.00589,0.20495,0.002417,0.004153,0.0
0137070207,2024,0.00613,0.23447,0.003321,0.004725,0.0
0426191003,2024,0.00588,0.00084,0.003115,0.004498,0.0
0428250431,2024,0.00587,0.10091,0.002417,0.004143,0.0
0305160144,2024,0.02685,0.35963,0.004711,0.015781,0.0
0237480505,2024,0.00586,0.10092,0.002417,0.004138,0.0
0416210613,2024,0.00682,0.00223,0.002417,0.004618,0.0
0245300602,2024,0.00587,0.20001,0.003115,0.004493,0.0
0262360623,2024,0.00586,0.10629,0.003115,0.004488,0.0
0225170223,2024,0.00588,0.10037,0.002417,0.004148,0.0
0168110312,2024,0.00154,0.1011,0.002417,0.001978,0.0
0264300401,2024,0.00587,0.1004,0.002417,0.004143,0.0
0241140813,2024,0.00588,0.19978,0.003115,0.004498,0.0
0262031112,2024,0.00593,0.19994,0.002417,0.004173,0.0
0316360222,2024,0.00587,0.1004,0.003115,0.004493,0.0
0227690803,2024,0.00586,0.29971,0.003321,0.00459,0.0
0210140827,2024,0.00588,0.26217,0.003321,0.0046,0.0
0301040812,2024,0.006,0.41614,0.00916,0.00758,0.0
0208210214,2024,0.02657,0.30657,0.004711,0.015641,0.0
0426150604,2024,0.00586,0.39724,0.004711,0.005286,0.0
0348010168,2024,0.0208,0.13145,0.003115,0.011958,0.0
0414360524,2024,0.00588,0.00258,0.002417,0.004148,0.0
0303001017,2024,0.00604,0.08441,0.003115,0.004578,0.0
0238081319,2024,0.00589,0.00102,0.003115,0.004503,0.0
0243130325,2024,0.00587,0.00084,0.002417,0.004143,0.0
0414500207,2024,0.00591,0.10033,0.003115,0.004513,0.0
0235081501,2024,0.02472,0.00088,0.003115,0.013918,0.0
0406440302,2024,0.00153,0.00098,0.003115,0.002323,0.0
0218200803,2024,0.12934,0.2995,0.002619,0.065979,0.0
R41337,2024,0.02472,0.01532,0.002417,0.013568,0.0
0315500203,2024,0.00761,0.00228,0.003115,0.005363,0.0
R074074,2024,0.02472,0.12702,0.003115,0.013918,0.0
0135050417,2024,0.00589,0.00458,0.002417,0.004153,0.0
0135380222,2024,0.00624,0.10091,0.003115,0.004678,0.0
0147030425,2024,0.00594,0.20077,0.003115,0.004528,0.0
0309020609,2024,0.00681,0.00078,0.0,0.003405,0.0
0218030739,2024,0.04796,0.00079,0.0,0.02398,0.0
0310181013,2024,0.00586,0.19505,0.002417,0.004138,0.0
0211380610,2024,0.00585,0.20128,0.003115,0.004483,0.0
0224240822,2024,0.00589,0.39449,0.004662,0.005276,0.0
0202050417,2024,0.00594,0.39553,0.004662,0.005301,0.0
0404440602,2024,0.12943,0.29941,0.002619,0.066024,0.0
0334080311,2024,0.00753,0.25646,0.002619,0.005074,0.0
0215330808,2024,0.00586,0.39446,0.004711,0.005286,0.0
0239230902,2024,0.00588,0.00998,0.003115,0.004498,0.0
0203260140,2024,0.00589,0.45846,0.009434,0.007662,0.0
0103061206,2024,0.14733,0.00082,0.002417,0.074873,0.0
0162091108,2024,0.00591,0.31443,0.004711,0.005311,0.0
0418230707,2024,0.00588,0.10052,0.003115,0.004498,0.0
0145130902,2024,0.00591,0.1004,0.003115,0.004513,0.0
0313040724,2024,0.14719,0.00077,0.0,0.073595,0.0
0226700206,2024,0.04474,0.09928,0.003115,0.023928,0.0
0240050303,2024,0.00588,0.38724,0.004662,0.005271,0.0
0432300716,2024,0.00588,0.29937,0.003321,0.0046,0.0
0245010710,2024,0.0068,0.00084,0.002417,0.004608,0.0
0416140812,2024,0.00587,0.00113,0.002417,0.004143,0.0
0205260707,2024,0.00588,0.19566,0.003115,0.004498,0.0
0130050401,2024,0.00593,0.00086,0.003115,0.004523,0.0
0306520901,2024,0.00586,0.29939,0.002619,0.004239,0.0
0445030107,2024,0.00587,0.20346,0.003115,0.004493,0.0
0150130205,2024,0.00589,0.39843,0.004711,0.005301,0.0
0215161117,2024,0.00588,0.09728,0.003115,0.004498,0.0
0328461017,2024,0.00587,0.00154,0.002417,0.004143,0.0
0247170310,2024,0.00588,0.33654,0.004662,0.005271,0.0
0221010516,2024,0.00595,0.19701,0.002417,0.004183,0.0
0436010905,2024,0.00587,0.10074,0.002417,0.004143,0.0
0209160404,2024,0.00592,0.00091,0.002417,0.004168,0.0
0139120305,2024,0.00588,0.19686,0.003115,0.004498,0.0
0252162210,2024,0.00681,0.10046,0.002417,0.004613,0.0
0133110148,2024,0.00591,0.10053,0.003115,0.004513,0.0
0218040505,2024,0.0059,0.19997,0.003115,0.004508,0.0
0416000401,2024,0.00123,0.09166,0.002417,0.001823,0.0
0235081009,2024,0.00588,0.49888,0.009434,0.007657,0.0
0307150634,2024,0.00587,0.10032,0.003115,0.004493,0.0
R412008,2024,0.00589,0.20289,0.003115,0.004503,0.0
