CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Swagit_URL,MP4_URL
C14-2013-0083,2014-03-06T00:00:00.000,32,Austin City Council,http://austintx.swagit.com/play/45612/0/,https://swagit-video.granicus.com/archive/2014/03/06/03062014-520.h264.mp4
C14-2017-0123,2018-05-10T00:00:00.000,69,Austin City Council,http://austintx.swagit.com/play/45762/0/,https://swagit-video.granicus.com/archive/2018/05/10/05102018-1214.360.mp4
C14-2018-0039,2018-10-04T00:00:00.000,54,Austin City Council,http://austintx.swagit.com/play/45771/0/,https://swagit-video.granicus.com/archive/2018/10/04/10042018-587.360.mp4
C14-2013-0113,2014-12-11T00:00:00.000,144,Austin City Council,http://austintx.swagit.com/play/45651/0/,https://swagit-video.granicus.com/archive/2014/12/11/12112014-1211.360.mp4
NPA-2017-0021.01,2018-11-15T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45774/0/,https://swagit-video.granicus.com/archive/2018/11/15/11152018-1249.360.mp4
C14-2014-0064,2014-06-26T00:00:00.000,130,Austin City Council,http://austintx.swagit.com/play/45632/0/,https://swagit-video.granicus.com/archive/2014/06/26/06262014-1017.360.mp4
C14-2014-0021,2014-04-17T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45620/0/,https://swagit-video.granicus.com/archive/2014/04/17/04172014-544.h264.mp4
C14-2015-0075,2015-08-13T00:00:00.000,43,Austin City Council,http://austintx.swagit.com/play/45687/0/,https://swagit-video.granicus.com/archive/2015/08/13/08132015-593.360.mp4
C14-2019-0072,2019-06-06T00:00:00.000,80,Austin City Council,http://austintx.swagit.com/play/45787/0/,https://swagit-video.granicus.com/archive/2019/06/06/06062019-650.360.mp4
C14-2010-0178,2011-01-13T00:00:00.000,52,Austin City Council,http://austintx.swagit.com/play/45433/0/,https://swagit-video.granicus.com/archive/2011/01/13/01132011-12.h264.mp4
C814-90-0003.17,2012-09-27T00:00:00.000,138,Austin City Council,http://austintx.swagit.com/play/45539/0/,https://swagit-video.granicus.com/archive/2012/09/27/09272012-537.h264.mp4
C814-89-0006.05,2014-08-07T00:00:00.000,163,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2011-0126,2011-12-08T00:00:00.000,127,Austin City Council,http://austintx.swagit.com/play/44938/0/,https://swagit-video.granicus.com/archive/2011/12/08/12082011-521.h264.mp4
NPA-2017-0015.03,2017-12-07T00:00:00.000,79,Austin City Council,http://austintx.swagit.com/play/45752/0/,https://swagit-video.granicus.com/archive/2017/12/07/12072017-587.360.mp4
C14-2017-0032,2017-06-22T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45740/0/,https://swagit-video.granicus.com/archive/2017/06/22/06222017-615.360.mp4
C14H-2010-0019,2010-12-16T00:00:00.000,93,Austin City Council,http://austintx.swagit.com/play/45432/0/,https://swagit-video.granicus.com/archive/2010/12/16/12162010-18.h264.mp4
NPA-2016-0005.01,2017-01-26T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/01262017-762/0/,https://swagit-video.granicus.com/archive/2017/01/26/01262017-769.360.mp4
C14-2018-0063,2018-08-23T00:00:00.000,65,Austin City Council,http://austintx.swagit.com/play/45767/0/,https://swagit-video.granicus.com/archive/2018/08/23/08232018-682.360.mp4
C14-2014-0042,2014-06-12T00:00:00.000,109,Austin City Council,http://austintx.swagit.com/play/45629/0/,https://swagit-video.granicus.com/archive/2014/06/12/06122014-584.360.mp4
C14-2012-0032,2013-01-31T00:00:00.000,49,Austin City Council,http://austintx.swagit.com/play/45557/0/,https://swagit-video.granicus.com/archive/2013/01/31/01312013-526.h264.mp4
NPA-2017-0021.01,2018-12-13T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45776/0/,https://swagit-video.granicus.com/archive/2018/12/13/12132018-973.360.mp4
NPA-2012-0023.01,2013-02-28T00:00:00.000,60,Austin City Council,http://austintx.swagit.com/play/45562/0/,https://swagit-video.granicus.com/archive/2013/02/28/02282013-537.h264.mp4
NPA-2012-0019.01,2012-08-02T00:00:00.000,93,Austin City Council,http://austintx.swagit.com/play/45526/0/,https://swagit-video.granicus.com/archive/2012/08/02/08022012-554.h264.mp4
C14-2017-0106,2018-04-26T00:00:00.000,60,Austin City Council,http://austintx.swagit.com/play/45761/0/,https://swagit-video.granicus.com/archive/2018/04/26/04262018-742.360.mp4
C14-2019-0029,2019-10-03T00:00:00.000,84,Austin City Council,http://austintx.swagit.com/play/45795/0/,https://swagit-video.granicus.com/archive/2019/10/03/10032019-1468.360.mp4
C14-2019-0159,2020-04-09T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/52008/0/,https://swagit-video.granicus.com/archive/2020/04/09/04092020-627.360.mp4
C14-2013-0111,2013-11-21T00:00:00.000,99,Austin City Council,http://austintx.swagit.com/play/45603/0/,https://swagit-video.granicus.com/archive/2013/11/21/11212013-616.h264.mp4
C814-2012-0160,2013-05-23T00:00:00.000,97,Austin City Council,http://austintx.swagit.com/play/45578/0/,https://swagit-video.granicus.com/archive/2013/05/23/05232013-520.h264.mp4
C14-2010-0019,2010-08-19T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45422/0/,https://swagit-video.granicus.com/archive/2010/08/19/08192010-22.h264.mp4
C14-2018-0099,2019-01-31T00:00:00.000,70,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14-2013-0009,2013-08-08T00:00:00.000,95,Austin City Council,http://austintx.swagit.com/play/44959/0/,https://swagit-video.granicus.com/archive/2013/08/08/08082013-536.h264.mp4
C14-2018-0128,2019-03-07T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45781/0/,https://swagit-video.granicus.com/archive/2019/03/07/03072019-611.360.mp4
C14-2010-0190,2011-01-13T00:00:00.000,58,Austin City Council,http://austintx.swagit.com/play/45433/0/,https://swagit-video.granicus.com/archive/2011/01/13/01132011-11.h264.mp4
C14-2010-0194,2011-04-07T00:00:00.000,76,Austin City Council,http://austintx.swagit.com/play/45447/0/,https://swagit-video.granicus.com/archive/2011/04/07/04072011-28.h264.mp4
NPA-2010-0010.01,2010-12-16T00:00:00.000,82,Austin City Council,http://austintx.swagit.com/play/45432/0/,https://swagit-video.granicus.com/archive/2010/12/16/12162010-14.h264.mp4
NPA-2016-0016.01,2017-10-19T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/45749/0/,https://swagit-video.granicus.com/archive/2017/10/19/10192017-639.360.mp4
C14-2011-0144,2012-01-12T00:00:00.000,95,Austin City Council,http://austintx.swagit.com/play/44940/0/,https://swagit-video.granicus.com/archive/2012/01/12/01122012-585.h264.mp4
C14-2019-0029,2020-04-09T00:00:00.000,59,Austin City Council,http://austintx.swagit.com/play/52008/0/,https://swagit-video.granicus.com/archive/2020/04/09/04092020-627.360.mp4
C14-2014-0045,2014-08-07T00:00:00.000,147,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2015-0145,2016-02-11T00:00:00.000,24,Austin City Council,http://austintx.swagit.com/play/44974/0/,https://swagit-video.granicus.com/archive/2016/02/11/02112016-635.360.mp4
NPA-2016-0016.01,2017-08-31T00:00:00.000,78,Austin City Council,http://austintx.swagit.com/play/45745/0/,https://swagit-video.granicus.com/archive/2017/08/31/08312017-570.360.mp4
C14-2011-0133,2012-12-06T00:00:00.000,97,Austin City Council,http://austintx.swagit.com/play/45551/0/,https://swagit-video.granicus.com/archive/2012/12/06/12062012-519.h264.mp4
C14-2019-0055,2019-06-06T00:00:00.000,97,Austin City Council,http://austintx.swagit.com/play/45787/0/,https://swagit-video.granicus.com/archive/2019/06/06/06062019-651.360.mp4
C14-2018-0087,2018-12-13T00:00:00.000,89,Austin City Council,http://austintx.swagit.com/play/45776/0/,https://swagit-video.granicus.com/archive/2018/12/13/12132018-973.360.mp4
C814-2012-0152,2016-11-10T00:00:00.000,32,Austin City Council,http://austintx.swagit.com/play/45722/0/,https://swagit-video.granicus.com/archive/2016/11/10/11102016-611.360.mp4
C14-2017-0097,2017-12-07T00:00:00.000,80,Austin City Council,http://austintx.swagit.com/play/45752/0/,https://swagit-video.granicus.com/archive/2017/12/07/12072017-587.360.mp4
NPA-2019-0008.01,2019-12-05T00:00:00.000,96,Austin City Council,http://austintx.swagit.com/play/45800/0/,https://swagit-video.granicus.com/archive/2019/12/05/12052019-628.360.mp4
C14-2015-0043,2015-08-13T00:00:00.000,20,Austin City Council,http://austintx.swagit.com/play/45687/0/,https://swagit-video.granicus.com/archive/2015/08/13/08132015-593.360.mp4
C14-2014-0029,2014-08-07T00:00:00.000,138,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2011-0130.SH,2011-12-08T00:00:00.000,130,Austin City Council,http://austintx.swagit.com/play/44938/0/,https://swagit-video.granicus.com/archive/2011/12/08/12082011-521.h264.mp4
C14-2019-0090,2019-10-17T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/45796/0/,https://swagit-video.granicus.com/archive/2019/10/17/10172019-654.360.mp4
C14-2011-0041,2011-06-23T00:00:00.000,127,Austin City Council,http://austintx.swagit.com/play/45462/0/,https://swagit-video.granicus.com/archive/2011/06/23/06232011-78.h264.mp4
C14-2016-0094,2017-03-23T00:00:00.000,91,Austin City Council,http://austintx.swagit.com/play/45731/0/,https://swagit-video.granicus.com/archive/2017/03/23/03232017-596.360.mp4
C14-2018-0004,2018-11-01T00:00:00.000,42,Austin City Council,http://austintx.swagit.com/play/45773/0/,https://swagit-video.granicus.com/archive/2018/11/01/11012018-920.360.mp4
C14-2010-0152,2010-10-28T00:00:00.000,60,Austin City Council,http://austintx.swagit.com/play/45427/0/,https://swagit-video.granicus.com/archive/2010/10/28/10282010-14.h264.mp4
C14-2019-0104,2019-10-03T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45795/0/,https://swagit-video.granicus.com/archive/2019/10/03/10032019-1468.360.mp4
C814-2012-0055,2014-05-01T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/45622/0/,https://swagit-video.granicus.com/archive/2014/05/01/05012014-516.h264.mp4
C14-2013-0056,2013-10-17T00:00:00.000,65,Austin City Council,http://austintx.swagit.com/play/45598/0/,https://swagit-video.granicus.com/archive/2013/10/17/10172013-536.h264.mp4
C14-2010-0110,2010-10-28T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45427/0/,https://swagit-video.granicus.com/archive/2010/10/28/10282010-14.h264.mp4
C14-2018-0115,2019-01-31T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14-2012-0021,2012-08-16T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45529/0/,https://swagit-video.granicus.com/archive/2012/08/16/08162012-553.h264.mp4
C14-2014-0060,2014-08-07T00:00:00.000,150,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2011-0153,2012-01-26T00:00:00.000,65,Austin City Council,http://austintx.swagit.com/play/45493/0/,https://swagit-video.granicus.com/archive/2012/01/26/01262012-510.h264.mp4
C14-2013-0026,2013-05-09T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/45576/0/,https://swagit-video.granicus.com/archive/2013/05/09/05092013-552.h264.mp4
C14-2011-0065,2012-03-08T00:00:00.000,52,Austin City Council,http://austintx.swagit.com/play/45500/0/,https://swagit-video.granicus.com/archive/2012/03/08/03082012-518.h264.mp4
C14-2012-0140,2013-02-28T00:00:00.000,62,Austin City Council,http://austintx.swagit.com/play/45562/0/,https://swagit-video.granicus.com/archive/2013/02/28/02282013-537.h264.mp4
C14-2017-0132,2018-04-12T00:00:00.000,49,Austin City Council,http://austintx.swagit.com/play/45760/0/,https://swagit-video.granicus.com/archive/2018/04/13/04132018-674.360.mp4
C14-2013-0096,2013-09-26T00:00:00.000,130,Austin City Council,http://austintx.swagit.com/play/45594/0/,https://swagit-video.granicus.com/archive/2013/09/26/09262013-568.h264.mp4
C14-2015-0058,2015-08-13T00:00:00.000,16,Austin City Council,http://austintx.swagit.com/play/45687/0/,https://swagit-video.granicus.com/archive/2015/08/13/08132015-593.360.mp4
C14-2014-0122,2014-09-25T00:00:00.000,129,Austin City Council,http://austintx.swagit.com/play/44968/0/,https://swagit-video.granicus.com/archive/2014/09/25/09252014-591.360.mp4
C14-2017-0094,2019-03-28T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45782/0/,https://swagit-video.granicus.com/archive/2019/03/28/03282019-666.360.mp4
C14-2018-0028,2019-09-19T00:00:00.000,115,Austin City Council,http://austintx.swagit.com/play/45794/0/,https://swagit-video.granicus.com/archive/2019/09/19/09192019-582.360.mp4
C14-2011-0082,2011-12-08T00:00:00.000,111,Austin City Council,http://austintx.swagit.com/play/44938/0/,https://swagit-video.granicus.com/archive/2011/12/08/12082011-521.h264.mp4
C14-2015-0005,2015-05-14T00:00:00.000,18,Austin City Council,http://austintx.swagit.com/play/45679/0/,https://swagit-video.granicus.com/archive/2015/05/14/05142015-614.360.mp4
C14-2010-0142,2010-09-23T00:00:00.000,120,Austin City Council,http://austintx.swagit.com/play/45424/0/,https://swagit-video.granicus.com/archive/2010/09/23/09232010-18.h264.mp4
C14-2014-0148,2014-11-20T00:00:00.000,154,Austin City Council,http://austintx.swagit.com/play/45649/0/,https://swagit-video.granicus.com/archive/2014/11/20/11202014-546.360.mp4
C14-2016-0027,2016-06-16T00:00:00.000,40,Austin City Council,http://austintx.swagit.com/play/45711/0/,https://swagit-video.granicus.com/archive/2016/06/16/06162016-642.360.mp4
C14-2011-0085,2012-06-28T00:00:00.000,106,Austin City Council,http://austintx.swagit.com/play/45523/0/,https://swagit-video.granicus.com/archive/2012/06/28/06282012-686.h264.mp4
NPA-2013-0025.03,2013-05-09T00:00:00.000,58,Austin City Council,http://austintx.swagit.com/play/45576/0/,https://swagit-video.granicus.com/archive/2013/05/09/05092013-552.h264.mp4
C14-2014-0123,2014-11-06T00:00:00.000,94,Austin City Council,http://austintx.swagit.com/play/45647/0/,https://swagit-video.granicus.com/archive/2014/11/06/11062014-519.360.mp4
NPA-2016-0021.02,2016-10-13T00:00:00.000,23,Austin City Council,http://austintx.swagit.com/play/45719/0/,https://swagit-video.granicus.com/archive/2016/10/13/10132016-647.360.mp4
C14-2009-0078,2010-09-23T00:00:00.000,107,Austin City Council,http://austintx.swagit.com/play/45424/0/,https://swagit-video.granicus.com/archive/2010/09/23/09232010-21.h264.mp4
NPA-2011-0015.02,2012-04-05T00:00:00.000,73,Austin City Council,http://austintx.swagit.com/play/45503/0/,https://swagit-video.granicus.com/archive/2012/04/05/04052012-532.h264.mp4
C14-2010-0047,2010-11-18T00:00:00.000,96,Austin City Council,http://austintx.swagit.com/play/45430/0/,https://swagit-video.granicus.com/archive/2010/11/18/11182010-23.h264.mp4
C14-2012-0063,2012-08-16T00:00:00.000,85,Austin City Council,http://austintx.swagit.com/play/45529/0/,https://swagit-video.granicus.com/archive/2012/08/16/08162012-552.h264.mp4
C14-2019-0050,2019-06-20T00:00:00.000,124,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-654.360.mp4
C14-2008-0159,2012-11-08T00:00:00.000,83,Austin City Council,http://austintx.swagit.com/play/45547/0/,https://swagit-video.granicus.com/archive/2012/11/08/11082012-566.h264.mp4
NPA-2017-0016.02,2018-03-22T00:00:00.000,75,Austin City Council,http://austintx.swagit.com/play/45759/0/,https://swagit-video.granicus.com/archive/2018/03/22/03222018-584.360.mp4
NPA-2019-0029.01,2019-06-20T00:00:00.000,126,Austin City Council,http://austintx.swagit.com/play/45788/0/,https://swagit-video.granicus.com/archive/2019/06/20/06202019-1722.360.mp4
C14-2010-0087,2010-09-30T00:00:00.000,42,Austin City Council,http://austintx.swagit.com/play/45425/0/,https://swagit-video.granicus.com/archive/2010/09/30/09302010-13.h264.mp4
C14-2018-0065,2019-03-07T00:00:00.000,57,Austin City Council,http://austintx.swagit.com/play/45781/0/,https://swagit-video.granicus.com/archive/2019/03/07/03072019-611.360.mp4
NPA-2014-0027.02,2014-12-11T00:00:00.000,142,Austin City Council,http://austintx.swagit.com/play/45651/0/,https://swagit-video.granicus.com/archive/2014/12/11/12112014-1211.360.mp4
C14-2016-0076,2016-10-13T00:00:00.000,35,Austin City Council,http://austintx.swagit.com/play/45719/0/,https://swagit-video.granicus.com/archive/2016/10/13/10132016-647.360.mp4
C14-2010-0138,2011-12-08T00:00:00.000,104,Austin City Council,http://austintx.swagit.com/play/44938/0/,https://swagit-video.granicus.com/archive/2011/12/08/12082011-594.h264.mp4
NPA-2018-0023.01,2018-11-29T00:00:00.000,51,Austin City Council,http://austintx.swagit.com/play/45775/0/,https://swagit-video.granicus.com/archive/2018/11/29/11292018-570.360.mp4
C14-2013-0098,2013-10-17T00:00:00.000,71,Austin City Council,http://austintx.swagit.com/play/45598/0/,https://swagit-video.granicus.com/archive/2013/10/17/10172013-536.h264.mp4
C14H-2010-0003,2010-04-29T00:00:00.000,67,Austin City Council,http://austintx.swagit.com/play/45415/0/,https://swagit-video.granicus.com/archive/2010/04/29/04292010-12.h264.mp4
C14-2019-0109,2020-01-23T00:00:00.000,79,Austin City Council,http://austintx.swagit.com/play/45802/0/,https://swagit-video.granicus.com/archive/2020/01/23/01232020-665.360.mp4
NPA-2016-0016.01,2017-06-22T00:00:00.000,52,Austin City Council,http://austintx.swagit.com/play/45740/0/,https://swagit-video.granicus.com/archive/2017/06/22/06222017-615.360.mp4
C14-2011-0087,2012-02-02T00:00:00.000,32,Austin City Council,http://austintx.swagit.com/play/45495/0/,https://swagit-video.granicus.com/archive/2012/02/02/02022012-517.h264.mp4
C14-2019-0159,2020-02-20T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45804/0/,https://swagit-video.granicus.com/archive/2020/02/20/02202020-566.360.mp4
C14-2012-0112,2012-12-06T00:00:00.000,120,Austin City Council,http://austintx.swagit.com/play/45551/0/,https://swagit-video.granicus.com/archive/2012/12/06/12062012-519.h264.mp4
C14-2010-0130,2010-10-14T00:00:00.000,52,Austin City Council,http://austintx.swagit.com/play/45426/0/,https://swagit-video.granicus.com/archive/2010/10/14/10142010-13.h264.mp4
C14-2016-0077,2017-02-09T00:00:00.000,42,Austin City Council,http://austintx.swagit.com/play/02092017-636/0/,https://swagit-video.granicus.com/archive/2017/02/09/02092017-1048.360.mp4
C14-2018-0071,2019-02-07T00:00:00.000,47,Austin City Council,http://austintx.swagit.com/play/45779/0/,https://swagit-video.granicus.com/archive/2019/02/07/02072019-601.360.mp4
C14-2015-0129,2016-02-11T00:00:00.000,35,Austin City Council,http://austintx.swagit.com/play/44974/0/,https://swagit-video.granicus.com/archive/2016/02/11/02112016-635.360.mp4
C814-2014-0083,2015-08-13T00:00:00.000,12,Austin City Council,http://austintx.swagit.com/play/45687/0/,https://swagit-video.granicus.com/archive/2015/08/13/08132015-593.360.mp4
NPA-2017-0013.01,2017-08-03T00:00:00.000,87,Austin City Council,http://austintx.swagit.com/play/45741/0/,https://swagit-video.granicus.com/archive/2017/08/03/08032017-530.360.mp4
C14-2010-0034,2010-09-23T00:00:00.000,108,Austin City Council,http://austintx.swagit.com/play/45424/0/,https://swagit-video.granicus.com/archive/2010/09/23/09232010-22.h264.mp4
C14-2010-0070,2010-06-24T00:00:00.000,132,Austin City Council,http://austintx.swagit.com/play/45419/0/,https://swagit-video.granicus.com/archive/2010/06/24/06242010-25.h264.mp4
NPA-2013-0015.01,2013-09-26T00:00:00.000,104,Austin City Council,http://austintx.swagit.com/play/45594/0/,https://swagit-video.granicus.com/archive/2013/09/26/09262013-568.h264.mp4
C14-2012-0033,2012-06-28T00:00:00.000,123,Austin City Council,http://austintx.swagit.com/play/45523/0/,https://swagit-video.granicus.com/archive/2012/06/28/06282012-686.h264.mp4
NPA-2012-0019.01,2013-01-17T00:00:00.000,71,Austin City Council,http://austintx.swagit.com/play/45555/0/,https://swagit-video.granicus.com/archive/2013/01/17/01172013-750.h264.mp4
C14-2010-0139,2010-11-18T00:00:00.000,89,Austin City Council,http://austintx.swagit.com/play/45430/0/,https://swagit-video.granicus.com/archive/2010/11/18/11182010-23.h264.mp4
C14-2017-0072,2017-08-10T00:00:00.000,23,Austin City Council,http://austintx.swagit.com/play/45742/0/,https://swagit-video.granicus.com/archive/2017/08/10/08102017-620.360.mp4
C14-2019-0137,2020-04-23T00:00:00.000,65,Austin City Council,http://austintx.swagit.com/play/52009/0/,https://swagit-video.granicus.com/archive/2020/04/23/04232020-589.360.mp4
C14-2011-0100,2011-11-10T00:00:00.000,94,Austin City Council,http://austintx.swagit.com/play/45485/0/,https://swagit-video.granicus.com/archive/2011/11/10/11102011-516.h264.mp4
NPA-2018-0021.03,2019-03-28T00:00:00.000,55,Austin City Council,http://austintx.swagit.com/play/45782/0/,https://swagit-video.granicus.com/archive/2019/03/28/03282019-660.360.mp4
NPA-2014-0022.02,2014-11-20T00:00:00.000,148,Austin City Council,http://austintx.swagit.com/play/45649/0/,https://swagit-video.granicus.com/archive/2014/11/20/11202014-546.360.mp4
C14-2017-0051,2017-08-03T00:00:00.000,109,Austin City Council,http://austintx.swagit.com/play/45741/0/,https://swagit-video.granicus.com/archive/2017/08/03/08032017-530.360.mp4
C14-2011-0162,2012-01-26T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45493/0/,https://swagit-video.granicus.com/archive/2012/01/26/01262012-510.h264.mp4
C14-2016-0113,2017-05-04T00:00:00.000,53,Austin City Council,http://austintx.swagit.com/play/45735/0/,https://swagit-video.granicus.com/archive/2017/05/04/05042017-545.360.mp4
NPA-2015-0009.02,2015-11-12T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/45694/0/,https://swagit-video.granicus.com/archive/2015/11/12/11122015-596.360.mp4
C14-2017-0140,2018-04-26T00:00:00.000,54,Austin City Council,http://austintx.swagit.com/play/45761/0/,https://swagit-video.granicus.com/archive/2018/04/26/04262018-742.360.mp4
C14-2014-0105,2014-10-02T00:00:00.000,74,Austin City Council,http://austintx.swagit.com/play/45641/0/,https://swagit-video.granicus.com/archive/2014/10/02/10022014-521.360.mp4
C14-2016-0027,2016-05-12T00:00:00.000,43,Austin City Council,http://austintx.swagit.com/play/45708/0/,https://swagit-video.granicus.com/archive/2016/05/12/05122016-584.360.mp4
C14-91-0038,2016-03-24T00:00:00.000,46,Austin City Council,http://austintx.swagit.com/play/45702/0/,https://swagit-video.granicus.com/archive/2016/03/24/03242016-693.360.mp4
C14-2014-0162,2014-12-11T00:00:00.000,170,Austin City Council,http://austintx.swagit.com/play/45651/0/,https://swagit-video.granicus.com/archive/2014/12/11/12112014-1211.360.mp4
C14-2015-0161,2016-03-24T00:00:00.000,41,Austin City Council,http://austintx.swagit.com/play/45702/0/,https://swagit-video.granicus.com/archive/2016/03/24/03242016-685.360.mp4
C14-2016-0044,2016-08-11T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/45714/0/,https://swagit-video.granicus.com/archive/2016/08/11/08112016-632.360.mp4
C814-2012-0085,2013-06-20T00:00:00.000,77,Austin City Council,http://austintx.swagit.com/play/44957/0/,https://swagit-video.granicus.com/archive/2013/06/20/06202013-531.h264.mp4
C14-2019-0152,2020-04-23T00:00:00.000,49,Austin City Council,http://austintx.swagit.com/play/52009/0/,https://swagit-video.granicus.com/archive/2020/04/23/04232020-589.360.mp4
NPA-2016-0005.02,2017-08-03T00:00:00.000,93,Austin City Council,http://austintx.swagit.com/play/45741/0/,https://swagit-video.granicus.com/archive/2017/08/03/08032017-530.360.mp4
C814-2012-0163,2016-04-14T00:00:00.000,13,Austin City Council,http://austintx.swagit.com/play/45705/0/,https://swagit-video.granicus.com/archive/2016/04/14/04142016-564.360.mp4
C14-2017-0149,2018-04-26T00:00:00.000,63,Austin City Council,http://austintx.swagit.com/play/45761/0/,https://swagit-video.granicus.com/archive/2018/04/26/04262018-746.360.mp4
NPA-2012-0021.02,2013-03-07T00:00:00.000,43,Austin City Council,http://austintx.swagit.com/play/45565/0/,https://swagit-video.granicus.com/archive/2013/03/07/03072013-525.h264.mp4
C14-2018-0022,2018-08-23T00:00:00.000,72,Austin City Council,http://austintx.swagit.com/play/45767/0/,https://swagit-video.granicus.com/archive/2018/08/23/08232018-1188.360.mp4
C14-2013-0118,2014-08-28T00:00:00.000,119,Austin City Council,http://austintx.swagit.com/play/45637/0/,https://swagit-video.granicus.com/archive/2014/08/28/08282014-592.360.mp4
C814-2012-0055,2013-03-07T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/45565/0/,https://swagit-video.granicus.com/archive/2013/03/07/03072013-525.h264.mp4
C14-2019-0087,2019-10-03T00:00:00.000,80,Austin City Council,http://austintx.swagit.com/play/45795/0/,https://swagit-video.granicus.com/archive/2019/10/03/10032019-1468.360.mp4
NPA-2014-0029.01,2015-06-11T00:00:00.000,17,Austin City Council,http://austintx.swagit.com/play/45684/0/,https://swagit-video.granicus.com/archive/2015/06/11/06112015-662.360.mp4
C14-2012-0114,2013-02-14T00:00:00.000,66,Austin City Council,http://austintx.swagit.com/play/45560/0/,https://swagit-video.granicus.com/archive/2013/02/14/02142013-534.h264.mp4
C14-2018-0115,2019-03-28T00:00:00.000,64,Austin City Council,http://austintx.swagit.com/play/45782/0/,https://swagit-video.granicus.com/archive/2019/03/28/03282019-660.360.mp4
C14-2015-0072,2015-08-13T00:00:00.000,42,Austin City Council,http://austintx.swagit.com/play/45687/0/,https://swagit-video.granicus.com/archive/2015/08/13/08132015-593.360.mp4
C14-2010-0014,2010-10-28T00:00:00.000,54,Austin City Council,http://austintx.swagit.com/play/45427/0/,https://swagit-video.granicus.com/archive/2010/10/28/10282010-14.h264.mp4
C14-2012-0052,2012-11-01T00:00:00.000,44,Austin City Council,http://austintx.swagit.com/play/45545/0/,https://swagit-video.granicus.com/archive/2012/11/01/11012012-581.h264.mp4
C14-2016-0025,2016-08-11T00:00:00.000,52,Austin City Council,http://austintx.swagit.com/play/45714/0/,https://swagit-video.granicus.com/archive/2016/08/11/08112016-645.360.mp4
C14-2015-0020,2015-05-14T00:00:00.000,29,Austin City Council,http://austintx.swagit.com/play/45679/0/,https://swagit-video.granicus.com/archive/2015/05/14/05142015-614.360.mp4
C14-2016-0091,2016-11-10T00:00:00.000,56,Austin City Council,http://austintx.swagit.com/play/45722/0/,https://swagit-video.granicus.com/archive/2016/11/11/11112016-592.360.mp4
C14-2010-0087,2012-05-24T00:00:00.000,124,Austin City Council,http://austintx.swagit.com/play/45515/0/,https://swagit-video.granicus.com/archive/2012/05/24/05242012-581.h264.mp4
C14-2018-0093,2019-01-31T00:00:00.000,76,Austin City Council,http://austintx.swagit.com/play/45778/0/,https://swagit-video.granicus.com/archive/2019/02/01/02012019-627.360.mp4
C14-2013-0118,2014-08-07T00:00:00.000,142,Austin City Council,http://austintx.swagit.com/play/45634/0/,https://swagit-video.granicus.com/archive/2014/08/07/08072014-787.360.mp4
C14-2013-0151,2014-02-13T00:00:00.000,80,Austin City Council,http://austintx.swagit.com/play/45608/0/,https://swagit-video.granicus.com/archive/2014/02/13/02132014-570.h264.mp4
C14-2011-0083,2012-02-02T00:00:00.000,30,Austin City Council,http://austintx.swagit.com/play/45495/0/,https://swagit-video.granicus.com/archive/2012/02/02/02022012-515.h264.mp4
