CASE_NUMBER,Meeting_Date,backup_links,document_count
C14-2012-0114,2013-02-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180272""}, {""title"": ""20121206-104, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180272""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180273""}, {""title"": ""20121206-104, Agenda Backup: Staff Report (C14 2012 0114)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180273""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180492""}, {""title"": ""20121206-104, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180492""}]",6
C14-2018-0115,2019-03-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=319546""}, {""title"": ""Ordinance No. 20190509-028"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=319546""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318636""}, {""title"": ""20190509-028, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318636""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318638""}, {""title"": ""20190509-028, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318638""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318637""}, {""title"": ""20190509-028, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=318637""}]",8
C14-2015-0072,2015-08-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=237048""}, {""title"": ""Ordinance No. 20150813-042"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=237048""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236167""}, {""title"": ""20150813-042, Agenda Backup: Ordinance (C14-2015-0072)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236167""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236165""}, {""title"": ""20150813-042, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236165""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236166""}, {""title"": ""20150813-042, Agenda Backup: Staff Report (C14-2015-0072)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=236166""}]",8
C14-2010-0014,2010-10-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144959""}, {""title"": ""Ordinance No. 20101028-054"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144959""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144765""}, {""title"": ""20101028-054, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144765""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144766""}, {""title"": ""20101028-054, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144766""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144767""}, {""title"": ""20101028-054, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144767""}]",8
C14-2012-0052,2012-11-01T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180241""}, {""title"": ""20121206-090, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180241""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180242""}, {""title"": ""20121206-090, Agenda Backup: Staff Memo (npa 2012 0018 02 and c14 2012 0052)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180242""}]",4
C14-2016-0025,2016-08-11T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=264031""}, {""title"": ""Ordinance No. 20160922-065"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=264031""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263373""}, {""title"": ""20160922-065, Agenda Backup: Backup (Article regarding graveyards)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263373""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263372""}, {""title"": ""20160922-065, Agenda Backup: Draft Ordinance (C14-2016-0025)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263372""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263374""}, {""title"": ""20160922-065, Agenda Backup: Map (Graveyard Boundaries)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263374""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263370""}, {""title"": ""20160922-065, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263370""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263371""}, {""title"": ""20160922-065, Agenda Backup: Staff Report (C14-2016-0025)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263371""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263685""}, {""title"": ""20160922-065, Agenda Late Backup: Map"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263685""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263684""}, {""title"": ""20160922-065, Agenda Late Backup: Motion sheet (CM Houston)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263684""}]",16
C14-2015-0020,2015-05-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=232080""}, {""title"": ""Ordinance No. 20150514-029"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=232080""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231114""}, {""title"": ""20150514-029, Agenda Backup: Ordinance (C14-2015-0020)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231114""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231112""}, {""title"": ""20150514-029, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231112""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231113""}, {""title"": ""20150514-029, Agenda Backup: Staff Report (C14-2015-0020)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231113""}]",8
C14-2016-0091,2016-11-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=269648""}, {""title"": ""Ordinance No. 20161208-023"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=269648""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267823""}, {""title"": ""20161208-023, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267823""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267821""}, {""title"": ""20161208-023, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267821""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267822""}, {""title"": ""20161208-023, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267822""}]",8
C14-2010-0087,2012-05-24T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144583""}, {""title"": ""Ordinance No. 20101014-048"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144583""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144208""}, {""title"": ""20101014-048, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144208""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144209""}, {""title"": ""20101014-048, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144209""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144210""}, {""title"": ""20101014-048, Agenda Backup (Restrictive Covenant)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144210""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144211""}, {""title"": ""20101014-048, Agenda Backup (Revised Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144211""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144212""}, {""title"": ""20101014-048, Agenda Backup (Revised Restrictive Covenant)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144212""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144213""}, {""title"": ""20101014-048, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144213""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144581""}, {""title"": ""20101014-048, Agenda Late Backup Part 1 of 2"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144581""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144582""}, {""title"": ""20101014-048, Agenda Late Backup Part 2 of 2"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144582""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146009""}, {""title"": ""20101014-048, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146009""}]",20
C14-2018-0093,2019-01-31T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316367""}, {""title"": ""20190328-058, Agenda Backup: Applicant Request to Withdraw"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316367""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316368""}, {""title"": ""20190328-058, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=316368""}]",4
C14-2013-0118,2014-08-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218986""}, {""title"": ""Ordinance No. 20140925-113"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218986""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218025""}, {""title"": ""20140925-113, Agenda Backup: Backup (Neighbor Correspondence)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218025""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218022""}, {""title"": ""20140925-113, Agenda Backup: Ordinance (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218022""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218021""}, {""title"": ""20140925-113, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218021""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218024""}, {""title"": ""20140925-113, Agenda Backup: Restrictive Covenant (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218024""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218023""}, {""title"": ""20140925-113, Agenda Backup: Staff Report (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218023""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218299""}, {""title"": ""20140925-113, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218299""}]",14
C14-2013-0151,2014-02-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=206356""}, {""title"": ""Ordinance No. 20140213-080"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=206356""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205255""}, {""title"": ""20140213-080, Agenda Backup: Ordinance (C14 2013 0151)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205255""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205254""}, {""title"": ""20140213-080, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205254""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205328""}, {""title"": ""20140213-080, Agenda Backup: Staff Report (C14 2013 0151)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=205328""}]",8
C14-2011-0083,2012-02-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161438""}, {""title"": ""20111208-113, Agenda Backup: Ordinance (C14 2011 0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161438""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161439""}, {""title"": ""20111208-113, Agenda Backup: Petition (C14 2011 0082 and C14 2011 0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161439""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161436""}, {""title"": ""20111208-113, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161436""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161437""}, {""title"": ""20111208-113, Agenda Backup: Staff Report (C14 2011 0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161437""}]",8
C14-2013-0045,2013-08-08T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201943""}, {""title"": ""Ordinance No. 20131121-083"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201943""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201322""}, {""title"": ""20131121-083, Agenda Backup: Ordinance (C14 2013 0045)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201322""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201320""}, {""title"": ""20131121-083, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201320""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201321""}, {""title"": ""20131121-083, Agenda Backup: Staff Report (C14 2013 0045)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201321""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201478""}, {""title"": ""20131121-083, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=201478""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202875""}, {""title"": ""20131121-083, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202875""}]",12
C14-2014-0095,2014-09-25T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220200""}, {""title"": ""Ordinance No. 20141016-046"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=220200""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219363""}, {""title"": ""20141016-046, Agenda Backup: Ordinance (C14 2014 0095)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219363""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219362""}, {""title"": ""20141016-046, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219362""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219364""}, {""title"": ""20141016-046, Agenda Backup: Staff Report (C14 2014 0095)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=219364""}]",8
C14-2019-0117,2019-10-31T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330940""}, {""title"": ""Ordinance No. 20191031-048"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330940""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329833""}, {""title"": ""20191031-048, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329833""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329834""}, {""title"": ""20191031-048, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329834""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329832""}, {""title"": ""20191031-048, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329832""}]",8
NPA-2017-0018.01,2020-02-20T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332025""}, {""title"": ""20191205-104, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332025""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332024""}, {""title"": ""20191205-104, Agenda Backup: Staff Postponement Memo"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332024""}]",4
C14-2011-0065,2012-06-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180259""}, {""title"": ""20121206-099, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180259""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180260""}, {""title"": ""20121206-099, Agenda Backup: Staff Memo (c14 2011 0065)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180260""}]",4
C14H-2011-0004,2011-12-15T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=162190""}, {""title"": ""Ordinance No. 20111215-087"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=162190""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161909""}, {""title"": ""20111215-087, Agenda Backup: Ordinance (C14h 2011 0004)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161909""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161907""}, {""title"": ""20111215-087, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161907""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161908""}, {""title"": ""20111215-087, Agenda Backup: Staff Report (C14h 2011 0004)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161908""}]",8
C14-2015-0081,2015-10-08T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=241520""}, {""title"": ""Ordinance No. 20151008-028"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=241520""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240423""}, {""title"": ""20151008-028, Agenda Backup: Ordinance (C14-2015-0081)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240423""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240421""}, {""title"": ""20151008-028, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240421""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240422""}, {""title"": ""20151008-028, Agenda Backup: Staff Report (C14-2015-0081)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=240422""}]",8
C14-2009-0102,2010-06-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139613""}, {""title"": ""Ordinance No. 20100624-114"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139613""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139167""}, {""title"": ""20100624-114, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139167""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139168""}, {""title"": ""20100624-114, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139168""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139169""}, {""title"": ""20100624-114, Agenda Backup (Staff Report Pt.  B)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139169""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139170""}, {""title"": ""20100624-114, Agenda Backup (Staff Report Pt. A)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139170""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139171""}, {""title"": ""20100624-114, Agenda Backup (Staff Report Pt. C)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139171""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139395""}, {""title"": ""20100624-114, Agenda Late Backup Part 1 of 2"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139395""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139396""}, {""title"": ""20100624-114, Agenda Late Backup Part 2 of 2"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=139396""}]",16
C14-2012-0155,2013-02-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184859""}, {""title"": ""Ordinance No. 20130228-068"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184859""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184658""}, {""title"": ""20130228-068, Agenda Backup: Ordinance (C14 2012 0155)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184658""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184656""}, {""title"": ""20130228-068, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184656""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184657""}, {""title"": ""20130228-068, Agenda Backup: Staff Report (C14 2012 0155)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=184657""}]",8
NPA-2016-0021.01,2016-10-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267846""}, {""title"": ""20161208-032, Agenda Backup: Draft Ordinance (NPA-2016-0021.01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267846""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267844""}, {""title"": ""20161208-032, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267844""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267845""}, {""title"": ""20161208-032, Agenda Backup: Staff Report (NPA-2016-0021.01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267845""}]",6
C14-2016-0049,2017-02-09T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268568""}, {""title"": ""20161215-082, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268568""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268569""}, {""title"": ""20161215-082, Agenda Backup: Staff Report (C14-2016-0049)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268569""}]",4
C14-2018-0064,2019-04-11T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311649""}, {""title"": ""20181213-081, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311649""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311526""}, {""title"": ""20181213-081, Agenda Backup: Staff Request for Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311526""}]",4
C14-2017-0071,2017-08-03T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=282019""}, {""title"": ""Ordinance No. 20170803-117"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=282019""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281352""}, {""title"": ""20170803-117, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281352""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281350""}, {""title"": ""20170803-117, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281350""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281351""}, {""title"": ""20170803-117, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=281351""}]",8
NPA-2012-0025.03,2012-06-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172613""}, {""title"": ""Ordinance No. 20120628-108"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172613""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172288""}, {""title"": ""20120628-108, Agenda Backup: Draft Ordinance, final revised"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172288""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172287""}, {""title"": ""20120628-108, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172287""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172289""}, {""title"": ""20120628-108, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172289""}]",8
C14-2016-0105,2017-03-23T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=274375""}, {""title"": ""Ordinance No. 20170323-076"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=274375""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273841""}, {""title"": ""20170323-076, Agenda Backup: Draft Ordinance (C14-2016-0105)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273841""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273839""}, {""title"": ""20170323-076, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273839""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273840""}, {""title"": ""20170323-076, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=273840""}]",8
C14-04-0181.SH,2012-05-24T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181254""}, {""title"": ""20121213-087, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181254""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181255""}, {""title"": ""20121213-087, Agenda Backup: Staff Memo (c14 04 0181 sh)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181255""}]",4
