CASE_NUMBER,Meeting_Date,backup_links,document_count
NPA-2018-0026.02,2018-08-30T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=307518""}, {""title"": ""Ordinance No. 20180920-089"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=307518""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305375""}, {""title"": ""20180920-089, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305375""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305472""}, {""title"": ""20180920-089, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305472""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305374""}, {""title"": ""20180920-089, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=305374""}]",8
C14-98-0146,2017-12-07T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289869""}, {""title"": ""20171214-110, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289869""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289954""}, {""title"": ""20171214-110, Agenda Backup: Signed Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289954""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289844""}, {""title"": ""20171214-110, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=289844""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=290400""}, {""title"": ""20171214-110, Agenda Late Backup: Motion sheet - CM Flannigan"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=290400""}]",8
C14-2012-0038,2012-06-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172616""}, {""title"": ""Ordinance No. 20120628-120"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172616""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172322""}, {""title"": ""20120628-120, Agenda Backup: Ordinance (C14 2012 0038)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172322""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172320""}, {""title"": ""20120628-120, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172320""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172321""}, {""title"": ""20120628-120, Agenda Backup: Staff Report (C14 2012 0038)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=172321""}]",8
C14-2013-0118,2014-05-01T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218986""}, {""title"": ""Ordinance No. 20140925-113"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218986""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218025""}, {""title"": ""20140925-113, Agenda Backup: Backup (Neighbor Correspondence)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218025""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218022""}, {""title"": ""20140925-113, Agenda Backup: Ordinance (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218022""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218021""}, {""title"": ""20140925-113, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218021""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218024""}, {""title"": ""20140925-113, Agenda Backup: Restrictive Covenant (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218024""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218023""}, {""title"": ""20140925-113, Agenda Backup: Staff Report (C14 2013 0118)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218023""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218299""}, {""title"": ""20140925-113, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=218299""}]",14
C14-2016-0021,2017-09-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268561""}, {""title"": ""20161215-079, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268561""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268562""}, {""title"": ""20161215-079, Agenda Backup: Request for Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268562""}]",4
C14-2018-0128,2019-09-19T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329666""}, {""title"": ""Ordinance No. 20191003-079"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329666""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328702""}, {""title"": ""20191003-079, Agenda Backup: Correction \u0096 Existing Private Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328702""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328124""}, {""title"": ""20191003-079, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328124""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328125""}, {""title"": ""20191003-079, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328125""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328123""}, {""title"": ""20191003-079, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=328123""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329604""}, {""title"": ""20191003-079, Agenda Late Backup: Motion Sheet - CM Kitchen"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329604""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329606""}, {""title"": ""20191003-079, Agenda Late Backup: Proposed Amendments - Staff"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329606""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329605""}, {""title"": ""20191003-079, Agenda Late Backup: Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=329605""}]",16
C14-2013-0032,2013-09-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199097""}, {""title"": ""Ordinance No. 20131003-070"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199097""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197977""}, {""title"": ""20131003-070, Agenda Backup: Ordinance C14 2013 0032"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197977""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197975""}, {""title"": ""20131003-070, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197975""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197978""}, {""title"": ""20131003-070, Agenda Backup: Revised Restrictive Covenant (Clawson Items)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197978""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197976""}, {""title"": ""20131003-070, Agenda Backup: Staff Report C14 2013 0032 a"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=197976""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198240""}, {""title"": ""20131003-070, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198240""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=200025""}, {""title"": ""20131003-070, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=200025""}]",14
C14H-2015-0147,2016-06-16T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=257431""}, {""title"": ""Ordinance No. 20160616-064"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=257431""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256517""}, {""title"": ""20160616-064, Agenda Backup: Draft Ordinance (C14H-2015-0147)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256517""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256516""}, {""title"": ""20160616-064, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256516""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256518""}, {""title"": ""20160616-064, Agenda Backup: Staff Report (C14H-2015-0147)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=256518""}]",8
NPA-2017-0016.02,2018-04-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306481""}, {""title"": ""20181004-055, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306481""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306546""}, {""title"": ""20181004-055, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306546""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306482""}, {""title"": ""20181004-055, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=306482""}]",6
C14-2014-0133,2014-12-11T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223855""}, {""title"": ""Ordinance No. 20141211-162"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223855""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223132""}, {""title"": ""20141211-162, Agenda Backup: Ordinance (C14-2014-0133)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223132""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223130""}, {""title"": ""20141211-162, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223130""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223131""}, {""title"": ""20141211-162, Agenda Backup: Staff Report (C14-2014-0133)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223131""}]",8
C14-2010-0035,2010-09-23T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144960""}, {""title"": ""Ordinance No. 20101028-055"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144960""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144768""}, {""title"": ""20101028-055, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144768""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144769""}, {""title"": ""20101028-055, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144769""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144770""}, {""title"": ""20101028-055, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144770""}]",8
C14-2010-0105,2010-10-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145820""}, {""title"": ""Ordinance No. 20101118-082"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145820""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145597""}, {""title"": ""20101118-082, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145597""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145598""}, {""title"": ""20101118-082, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145598""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145599""}, {""title"": ""20101118-082, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145599""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145821""}, {""title"": ""20101118-082, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=145821""}]",10
C14-2016-0049,2017-02-16T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268568""}, {""title"": ""20161215-082, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268568""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268569""}, {""title"": ""20161215-082, Agenda Backup: Staff Report (C14-2016-0049)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268569""}]",4
C14-95-0129.01,2011-08-25T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157440""}, {""title"": ""Ordinance No. 20110825-100"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157440""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157274""}, {""title"": ""20110825-100, Agenda Backup: Ordinance (C14 95 0129.01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157274""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157272""}, {""title"": ""20110825-100, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157272""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157273""}, {""title"": ""20110825-100, Agenda Backup: Staff Report (C14 95 0129.01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=157273""}]",8
C14-2010-0034,2010-10-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146218""}, {""title"": ""20101209-070, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146218""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146219""}, {""title"": ""20101209-070, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146219""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146220""}, {""title"": ""20101209-070, Agenda Backup (Request for Postponement)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146220""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146221""}, {""title"": ""20101209-070, Agenda Backup (Restrictive Covenant)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146221""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146222""}, {""title"": ""20101209-070, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=146222""}]",10
